time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.thumb_2,.thumb_1,.index_2,.index_1,.middle_2,.middle_1,.ring_2,.ring_1,.little_2,.little_1,.palm_arch,.thumb_crossover,.press_thumb,.press_index,.press_middle,.press_ring,.press_little,.abd_thumb,.abd_index,.abd_ring,.abd_little
2025/05/23/14:57:11.430538,1,1748005031,429992914,,1000,172,111,28,33,28,48,0,66,1000,0,0,970,999,999,999,999,765,568,460,38
2025/05/23/14:57:11.440454,2,1748005031,439994335,,1000,170,98,27,32,26,43,0,62,1000,0,0,967,999,999,999,999,738,557,430,86
2025/05/23/14:57:11.450548,3,1748005031,450016498,,1000,170,98,27,32,26,43,0,62,1000,0,0,966,999,999,999,999,738,557,430,86
2025/05/23/14:57:11.460673,4,1748005031,460051298,,1000,170,98,27,32,26,43,0,62,1000,0,0,967,999,999,999,999,738,557,430,85
2025/05/23/14:57:11.470406,5,1748005031,470032691,,1000,170,97,27,32,26,43,0,62,1000,0,0,968,999,999,999,999,738,557,430,85
2025/05/23/14:57:11.480330,6,1748005031,479980707,,1000,170,97,27,32,26,43,0,62,1000,0,0,968,999,999,999,999,738,556,430,84
2025/05/23/14:57:11.490286,7,1748005031,489984750,,1000,170,97,27,32,26,43,0,62,1000,0,0,969,999,999,999,999,738,556,428,84
2025/05/23/14:57:11.500296,8,1748005031,499951362,,1000,170,97,27,32,26,43,0,62,1000,0,0,973,999,999,999,999,738,556,428,84
2025/05/23/14:57:11.510505,9,1748005031,510063171,,1000,170,97,27,32,26,43,0,62,1000,0,0,977,999,999,999,999,737,556,428,83
2025/05/23/14:57:11.520311,10,1748005031,519985675,,1000,170,97,27,32,26,43,0,62,1000,0,0,977,999,999,999,999,737,556,428,83
2025/05/23/14:57:11.530361,11,1748005031,530019998,,1000,170,97,27,32,25,43,0,62,1000,0,0,982,999,999,999,999,737,556,430,83
2025/05/23/14:57:11.540226,12,1748005031,539944648,,1000,170,97,27,32,25,43,0,62,1000,0,0,979,999,999,999,999,737,556,428,82
2025/05/23/14:57:11.550347,13,1748005031,549958467,,1000,170,97,27,32,25,43,0,62,1000,0,0,979,999,999,999,999,737,556,428,82
2025/05/23/14:57:11.560642,14,1748005031,560093402,,1000,169,97,27,32,25,43,0,62,1000,0,0,980,999,999,999,999,737,556,428,81
2025/05/23/14:57:11.570259,15,1748005031,569961309,,1000,169,96,27,32,25,43,0,62,1000,0,0,981,999,999,999,999,737,557,428,81
2025/05/23/14:57:11.580265,16,1748005031,579960584,,1000,169,97,27,32,25,43,0,62,1000,0,0,981,999,999,999,999,737,557,428,81
2025/05/23/14:57:11.590335,17,1748005031,589899301,,1000,169,96,27,32,25,43,0,61,1000,0,0,981,999,999,999,999,736,557,428,80
