time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.thumb_2,.thumb_1,.index_2,.index_1,.middle_2,.middle_1,.ring_2,.ring_1,.little_2,.little_1,.palm_arch,.thumb_crossover,.press_thumb,.press_index,.press_middle,.press_ring,.press_little,.abd_thumb,.abd_index,.abd_ring,.abd_little
2025/05/23/14:56:32.782802,1,1748004992,782196044,,1000,189,73,36,11,18,0,18,0,1000,38,0,987,999,999,999,999,870,697,161,222
2025/05/23/14:56:32.792486,2,1748004992,792109966,,1000,186,74,35,5,21,0,19,0,1000,171,0,986,999,999,999,999,849,685,175,210
2025/05/23/14:56:32.802667,3,1748004992,802226781,,1000,186,74,35,5,21,0,19,0,1000,171,0,985,999,999,999,999,849,685,175,210
2025/05/23/14:56:32.812445,4,1748004992,812082290,,1000,186,74,35,5,21,0,19,0,1000,171,0,985,999,999,999,999,849,685,175,210
2025/05/23/14:56:32.822746,5,1748004992,822244167,,1000,186,74,35,5,21,0,19,0,1000,172,0,986,999,999,999,999,849,685,175,210
2025/05/23/14:56:32.832497,6,1748004992,832100629,,1000,186,74,35,5,21,0,19,0,1000,172,0,985,999,999,999,999,849,685,175,209
2025/05/23/14:56:32.842600,7,1748004992,842130899,,1000,186,74,35,5,21,0,19,0,1000,173,0,985,999,999,999,999,848,685,173,209
2025/05/23/14:56:32.852405,8,1748004992,852141380,,1000,186,74,35,5,21,0,19,0,1000,173,0,985,999,999,999,999,848,685,173,209
2025/05/23/14:56:32.862633,9,1748004992,862171649,,1000,186,74,35,5,21,0,19,0,1000,174,0,985,999,999,999,999,848,685,171,209
2025/05/23/14:56:32.872688,10,1748004992,872292041,,1000,186,74,35,5,21,0,19,0,1000,174,0,985,999,999,999,999,848,685,171,209
2025/05/23/14:56:32.882563,11,1748004992,882174015,,1000,186,74,35,5,21,0,19,0,1000,174,0,984,999,999,999,999,849,684,171,208
2025/05/23/14:56:32.892483,12,1748004992,892204046,,1000,186,74,35,5,21,0,20,0,1000,174,0,984,999,999,999,999,848,684,173,208
2025/05/23/14:56:32.902350,13,1748004992,902058124,,1000,186,74,35,5,21,0,19,0,1000,173,0,984,999,999,999,999,848,685,171,208
2025/05/23/14:56:32.912334,14,1748004992,912021398,,1000,186,75,35,5,21,0,19,0,1000,173,0,984,999,999,999,999,848,684,171,207
2025/05/23/14:56:32.922512,15,1748004992,922114372,,1000,186,74,35,5,21,0,20,0,1000,173,0,984,999,999,999,999,848,684,171,207
2025/05/23/14:56:32.932251,16,1748004992,932010412,,1000,186,74,35,5,21,0,20,0,1000,174,0,984,999,999,999,999,848,684,169,207
2025/05/23/14:56:32.942381,17,1748004992,942082881,,1000,186,74,35,5,21,0,20,0,1000,175,0,984,999,999,999,999,848,684,171,207
2025/05/23/14:56:32.952497,18,1748004992,952166318,,1000,186,74,35,5,21,0,20,0,1000,175,0,984,999,999,999,999,848,684,171,207
2025/05/23/14:56:32.962292,19,1748004992,962039947,,1000,186,74,35,5,21,0,20,0,1000,176,0,985,999,999,999,999,848,684,171,207
2025/05/23/14:56:32.972542,20,1748004992,972150087,,1000,186,74,35,5,22,0,20,0,1000,176,0,985,999,999,999,999,848,683,169,207
