time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.thumb_2,.thumb_1,.index_2,.index_1,.middle_2,.middle_1,.ring_2,.ring_1,.little_2,.little_1,.palm_arch,.thumb_crossover,.press_thumb,.press_index,.press_middle,.press_ring,.press_little,.abd_thumb,.abd_index,.abd_ring,.abd_little
2025/05/23/14:57:23.202362,1,1748005043,201614856,,1000,138,204,40,118,68,91,6,110,1000,0,0,999,999,999,999,999,765,685,343,18
2025/05/23/14:57:23.212070,2,1748005043,211704492,,1000,136,200,40,113,65,83,5,105,1000,0,0,995,999,999,999,999,759,682,333,14
2025/05/23/14:57:23.222067,3,1748005043,221728563,,1000,136,200,40,112,65,83,5,105,1000,0,0,993,999,999,999,999,759,682,331,14
2025/05/23/14:57:23.231941,4,1748005043,231621026,,1000,136,200,40,112,65,83,5,105,1000,0,0,992,999,999,999,999,759,682,331,14
2025/05/23/14:57:23.242101,5,1748005043,241656303,,1000,136,200,40,112,65,83,5,105,1000,0,0,992,999,999,999,999,759,682,333,14
2025/05/23/14:57:23.252081,6,1748005043,251604080,,1000,136,200,39,112,65,83,5,105,1000,0,0,991,999,999,999,999,759,682,333,14
2025/05/23/14:57:23.262247,7,1748005043,261720657,,1000,136,200,39,112,65,83,5,105,1000,0,0,991,999,999,999,999,759,682,333,14
2025/05/23/14:57:23.272023,8,1748005043,271565914,,1000,136,199,39,112,65,83,5,105,1000,0,0,994,999,999,999,999,759,682,331,14
2025/05/23/14:57:23.282011,9,1748005043,281627178,,1000,136,199,39,112,65,83,5,105,1000,0,0,996,999,999,999,999,759,683,331,14
2025/05/23/14:57:23.292048,10,1748005043,291559934,,1000,136,199,39,112,65,83,5,104,1000,0,0,996,999,999,999,999,759,683,331,13
2025/05/23/14:57:23.302027,11,1748005043,301681041,,1000,136,199,39,112,65,83,5,104,1000,0,0,996,999,999,999,999,759,683,331,13
2025/05/23/14:57:23.312335,12,1748005043,311684131,,1000,136,199,39,112,65,83,5,104,1000,0,0,996,999,999,999,999,759,682,331,13
2025/05/23/14:57:23.322353,13,1748005043,321681737,,1000,136,199,39,112,65,82,5,104,1000,0,0,996,999,999,999,999,759,682,331,13
2025/05/23/14:57:23.332196,14,1748005043,331716060,,1000,136,199,39,112,65,82,5,104,1000,0,0,997,999,999,999,999,759,683,331,13
