time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.thumb_2,.thumb_1,.index_2,.index_1,.middle_2,.middle_1,.ring_2,.ring_1,.little_2,.little_1,.palm_arch,.thumb_crossover,.press_thumb,.press_index,.press_middle,.press_ring,.press_little,.abd_thumb,.abd_index,.abd_ring,.abd_little
2025/05/23/15:01:48.284337,1,1748005308,283512353,,1000,115,271,25,137,44,67,0,101,1000,51,0,999,999,999,999,999,657,650,280,29
2025/05/23/15:01:48.293680,2,1748005308,293356895,,1000,116,250,26,128,44,53,0,83,1000,29,0,999,999,999,999,999,647,639,233,2
2025/05/23/15:01:48.303890,3,1748005308,303353309,,1000,117,250,26,128,44,53,0,83,1000,29,0,999,999,999,999,999,647,638,233,2
2025/05/23/15:01:48.313946,4,1748005308,313487291,,1000,117,250,26,128,44,52,0,83,1000,29,0,999,999,999,999,999,647,638,233,2
2025/05/23/15:01:48.323778,5,1748005308,323424577,,1000,117,250,26,128,44,52,0,83,1000,29,0,999,999,999,999,999,647,639,233,2
2025/05/23/15:01:48.333939,6,1748005308,333484888,,1000,117,250,26,128,44,52,0,82,1000,29,0,999,999,999,999,999,647,639,233,2
2025/05/23/15:01:48.343874,7,1748005308,343474626,,1000,117,250,26,128,44,52,0,82,1000,28,0,999,999,999,999,999,647,639,233,2
2025/05/23/15:01:48.353856,8,1748005308,353464841,,1000,117,250,26,127,44,52,0,82,1000,28,0,999,999,999,999,999,647,639,231,2
2025/05/23/15:01:48.363817,9,1748005308,363453626,,1000,117,250,26,128,44,52,0,82,1000,28,0,999,999,999,999,999,647,639,231,2
2025/05/23/15:01:48.373782,10,1748005308,373381853,,1000,117,250,26,127,44,52,0,82,1000,28,0,999,999,999,999,999,647,639,231,2
2025/05/23/15:01:48.383960,11,1748005308,383421897,,1000,117,250,26,127,44,52,0,82,1000,28,0,999,999,999,999,999,647,639,231,2
2025/05/23/15:01:48.393918,12,1748005308,393384218,,1000,117,250,26,127,44,52,0,82,1000,28,0,999,999,999,999,999,647,639,231,1
2025/05/23/15:01:48.403691,13,1748005308,403306961,,1000,117,250,26,127,44,52,0,82,1000,28,0,999,999,999,999,999,647,640,231,1
2025/05/23/15:01:48.413711,14,1748005308,413310289,,1000,117,250,26,127,44,52,0,82,1000,28,0,999,999,999,999,999,647,640,231,1
2025/05/23/15:01:48.424048,15,1748005308,423469066,,1000,117,250,26,127,44,52,0,82,1000,28,0,999,999,999,999,999,647,640,231,1
2025/05/23/15:01:48.433827,16,1748005308,433389663,,1000,117,250,26,127,44,52,0,82,1000,28,0,999,999,999,999,999,647,639,231,1
2025/05/23/15:01:48.444022,17,1748005308,443379163,,1000,117,250,26,127,44,51,0,82,1000,28,0,999,999,999,999,999,647,639,231,1
2025/05/23/15:01:48.453791,18,1748005308,453413724,,1000,117,250,26,127,44,51,0,82,1000,28,0,999,999,999,999,999,647,640,231,1
2025/05/23/15:01:48.463651,19,1748005308,463335752,,1000,117,250,26,127,44,51,0,82,1000,28,0,999,999,999,999,999,647,640,231,1
2025/05/23/15:01:48.473619,20,1748005308,473333597,,1000,117,250,26,127,44,51,0,81,1000,28,0,999,999,999,999,999,647,640,231,2
2025/05/23/15:01:48.483813,21,1748005308,483326911,,1000,117,250,26,127,44,51,0,82,1000,28,0,999,999,999,999,999,647,640,230,2
2025/05/23/15:01:48.493578,22,1748005308,493312597,,1000,117,250,26,127,44,51,0,82,1000,28,0,999,999,999,999,999,647,640,230,2
2025/05/23/15:01:48.503619,23,1748005308,503315925,,1000,117,250,26,127,44,51,0,81,1000,27,0,999,999,999,999,999,647,640,231,2
2025/05/23/15:01:48.513699,24,1748005308,513304471,,1000,117,250,26,127,44,51,0,81,1000,27,0,999,999,999,999,999,647,640,231,2
2025/05/23/15:01:48.523741,25,1748005308,523428440,,1000,117,250,26,127,44,51,0,81,1000,27,0,999,999,999,999,999,647,640,231,2
2025/05/23/15:01:48.533685,26,1748005308,533325195,,1000,117,250,26,127,44,51,0,81,1000,27,0,999,999,999,999,999,647,641,231,2
2025/05/23/15:01:48.543672,27,1748005308,543278217,,1000,117,250,26,127,44,51,0,81,1000,27,0,999,999,999,999,999,647,641,231,2
2025/05/23/15:01:48.553671,28,1748005308,553316354,,1000,117,249,26,127,44,51,0,81,1000,27,0,999,999,999,999,999,647,641,231,2
2025/05/23/15:01:48.563511,29,1748005308,563266992,,1000,117,249,26,127,44,51,0,81,1000,27,0,999,999,999,999,999,647,641,230,2
2025/05/23/15:01:48.573691,30,1748005308,573268175,,1000,117,249,26,127,44,50,0,81,1000,27,0,999,999,999,999,999,647,641,230,2
2025/05/23/15:01:48.583522,31,1748005308,583264112,,1000,117,248,26,127,44,50,0,81,1000,27,0,999,999,999,999,999,647,642,230,2
2025/05/23/15:01:48.593604,32,1748005308,593300580,,1000,117,248,26,127,45,50,0,81,1000,27,0,999,999,999,999,999,647,644,231,1
2025/05/23/15:01:48.603708,33,1748005308,603319644,,1000,117,247,26,127,45,50,0,81,1000,27,0,999,999,999,999,999,647,647,231,1
2025/05/23/15:01:48.613637,34,1748005308,613258838,,1000,117,246,26,127,45,50,0,81,1000,28,0,999,999,999,999,999,647,651,233,1
2025/05/23/15:01:48.623897,35,1748005308,623373031,,1000,117,246,26,127,45,50,0,81,1000,28,0,999,999,999,999,999,647,654,233,1
2025/05/23/15:01:48.633713,36,1748005308,633340358,,1000,117,246,26,126,45,50,0,81,1000,28,0,999,999,999,999,999,647,656,233,1
2025/05/23/15:01:48.643744,37,1748005308,643347740,,1000,117,245,26,126,45,50,0,81,1000,29,0,999,999,999,999,999,647,659,233,0
2025/05/23/15:01:48.653711,38,1748005308,653371810,,1000,117,244,26,126,45,50,0,81,1000,29,0,999,999,999,999,999,647,662,231,0
2025/05/23/15:01:48.663605,39,1748005308,663283824,,1000,117,244,26,126,45,50,0,80,1000,30,0,999,999,999,999,999,647,666,231,0
2025/05/23/15:01:48.673715,40,1748005308,673318624,,1000,117,243,26,126,45,50,0,80,1000,30,0,999,999,999,999,999,648,669,231,0
2025/05/23/15:01:48.683706,41,1748005308,683419942,,1000,117,242,26,126,45,50,0,80,1000,31,0,999,999,999,999,999,649,673,231,0
2025/05/23/15:01:48.693938,42,1748005308,693470239,,1000,117,242,26,126,45,50,0,80,1000,31,0,999,999,999,999,999,649,673,231,0
2025/05/23/15:01:48.703851,43,1748005308,703426122,,1000,117,240,26,126,45,50,0,80,1000,32,0,999,999,999,999,999,650,684,231,0
