time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.thumb_2,.thumb_1,.index_2,.index_1,.middle_2,.middle_1,.ring_2,.ring_1,.little_2,.little_1,.palm_arch,.thumb_crossover,.press_thumb,.press_index,.press_middle,.press_ring,.press_little,.abd_thumb,.abd_index,.abd_ring,.abd_little
2025/05/23/15:05:50.518558,1,1748005550,517990112,,1000,115,144,59,91,47,63,18,74,1000,0,0,999,999,866,926,999,741,685,95,0
2025/05/23/15:05:50.528508,2,1748005550,527922868,,1000,115,143,59,91,47,62,18,73,1000,0,0,999,999,858,914,999,745,688,99,0
2025/05/23/15:05:50.538402,3,1748005550,537987470,,1000,113,126,53,72,45,28,14,43,1000,0,0,999,999,999,597,999,846,647,48,0
2025/05/23/15:05:50.548331,4,1748005550,547830343,,1000,113,126,53,72,45,27,14,43,1000,0,0,999,999,999,594,999,846,645,48,2
2025/05/23/15:05:50.558300,5,1748005550,557857275,,1000,113,125,52,71,44,27,13,43,1000,0,0,999,999,999,591,999,846,644,46,3
2025/05/23/15:05:50.568250,6,1748005550,567886590,,1000,113,125,52,71,44,27,13,43,1000,0,0,999,999,999,586,999,845,643,46,5
2025/05/23/15:05:50.578407,7,1748005550,577897787,,1000,113,126,52,71,44,27,13,43,1000,0,0,999,999,999,580,999,845,643,46,7
2025/05/23/15:05:50.588455,8,1748005550,587913513,,1000,113,125,52,71,44,27,13,43,1000,0,0,999,999,999,573,999,844,643,48,9
2025/05/23/15:05:50.598633,9,1748005550,598052978,,1000,113,125,52,71,44,27,13,43,1000,0,0,999,999,999,571,999,844,642,46,11
2025/05/23/15:05:50.608658,10,1748005550,608152627,,1000,113,125,52,71,44,27,13,43,1000,0,0,999,999,999,571,999,844,642,46,11
2025/05/23/15:05:50.618484,11,1748005550,617940664,,1000,113,125,52,71,44,27,13,43,1000,0,0,999,999,999,562,999,843,641,46,15
2025/05/23/15:05:50.628270,12,1748005550,627881050,,1000,113,125,52,71,44,27,13,43,1000,0,0,999,999,999,553,999,843,640,44,18
2025/05/23/15:05:50.638357,13,1748005550,637873649,,1000,113,125,52,71,44,26,13,43,1000,0,0,999,999,999,545,999,843,640,44,21
2025/05/23/15:05:50.648651,14,1748005550,647979974,,1000,113,126,52,71,44,26,13,43,1000,0,0,999,999,999,539,999,842,640,46,24
2025/05/23/15:05:50.658219,15,1748005550,657866001,,1000,112,125,52,71,44,26,13,43,1000,0,0,999,999,999,536,999,843,640,46,27
2025/05/23/15:05:50.668131,16,1748005550,667753696,,1000,112,125,52,70,44,26,13,44,1000,0,0,999,999,999,534,999,842,640,48,30
2025/05/23/15:05:50.678026,17,1748005550,677779674,,1000,112,126,52,70,44,26,13,44,1000,0,0,999,999,999,537,999,842,640,50,35
2025/05/23/15:05:50.688308,18,1748005550,687877416,,1000,112,126,52,70,44,26,13,44,1000,0,0,991,999,999,549,999,843,639,54,43
2025/05/23/15:05:50.698122,19,1748005550,697798967,,1000,112,127,52,70,44,26,13,45,1000,0,0,977,999,999,550,999,843,639,54,47
2025/05/23/15:05:50.708049,20,1748005550,707741260,,1000,112,128,52,71,44,26,13,45,1000,0,0,964,999,999,546,999,843,639,54,52
2025/05/23/15:05:50.718185,21,1748005550,717743158,,1000,112,129,52,71,44,26,12,45,1000,0,0,955,999,999,545,999,843,639,54,55
2025/05/23/15:05:50.728316,22,1748005550,727907657,,1000,112,130,52,71,44,26,12,45,1000,0,0,947,999,999,541,999,843,639,56,59
2025/05/23/15:05:50.738315,23,1748005550,737969398,,1000,112,130,52,71,44,26,12,45,1000,0,0,933,999,999,540,999,843,639,56,62
2025/05/23/15:05:50.748153,24,1748005550,747843027,,1000,112,131,52,71,43,26,12,46,1000,0,0,916,999,999,540,999,843,638,56,65
2025/05/23/15:05:50.758126,25,1748005550,757807970,,1000,112,132,52,71,43,26,12,46,1000,0,0,901,999,999,541,999,842,637,58,68
2025/05/23/15:05:50.768139,26,1748005550,767763853,,1000,112,132,52,71,43,26,12,46,1000,0,0,898,999,999,540,999,842,636,58,70
2025/05/23/15:05:50.778088,27,1748005550,777798891,,1000,112,133,52,71,43,26,12,46,1000,0,0,891,999,999,538,999,842,636,58,71
2025/05/23/15:05:50.788281,28,1748005550,787788867,,1000,112,133,52,71,43,26,12,46,1000,0,0,883,999,999,538,999,843,636,58,72
2025/05/23/15:05:50.798125,29,1748005550,797767877,,1000,112,134,52,71,43,26,12,46,1000,0,0,870,999,999,541,999,843,635,58,73
2025/05/23/15:05:50.808126,30,1748005550,807763338,,1000,112,134,52,71,43,26,12,47,1000,0,0,856,999,999,544,999,843,635,58,74
2025/05/23/15:05:50.818111,31,1748005550,817788839,,1000,112,135,52,71,43,26,12,47,1000,0,0,836,999,999,546,999,843,635,62,73
2025/05/23/15:05:50.828098,32,1748005550,827775478,,1000,112,135,52,72,43,26,12,47,1000,0,0,817,999,999,543,999,843,635,64,72
2025/05/23/15:05:50.838344,33,1748005550,837860822,,1000,112,135,52,72,43,27,12,48,1000,0,0,807,999,999,540,999,843,635,64,71
2025/05/23/15:05:50.848339,34,1748005550,847957611,,1000,113,135,52,72,43,27,12,48,1000,0,0,803,999,999,539,999,844,635,66,70
2025/05/23/15:05:50.858031,35,1748005550,857767343,,1000,113,135,52,72,43,28,12,48,1000,0,0,799,999,999,536,999,844,635,66,68
2025/05/23/15:05:50.868133,36,1748005550,867849826,,1000,113,136,52,72,43,28,12,48,1000,0,0,802,999,999,528,999,844,634,66,66
2025/05/23/15:05:50.878162,37,1748005550,877827167,,1000,113,136,52,72,43,27,12,48,1000,0,0,805,999,999,520,999,844,634,66,64
2025/05/23/15:05:50.888366,38,1748005550,887874126,,1000,113,136,52,72,42,27,12,48,1000,0,0,804,999,999,516,999,844,633,66,63
2025/05/23/15:05:50.898419,39,1748005550,897862672,,1000,113,136,52,72,42,27,12,48,1000,0,0,804,999,999,516,999,844,633,66,63
2025/05/23/15:05:50.908088,40,1748005550,907799482,,1000,112,136,52,71,42,27,11,48,1000,0,0,816,999,999,520,999,844,632,64,62
2025/05/23/15:05:50.918265,41,1748005550,917799234,,1000,112,136,52,71,42,27,11,48,1000,0,0,821,999,999,525,999,844,632,64,61
2025/05/23/15:05:50.928393,42,1748005550,927865505,,1000,113,137,52,71,42,26,11,49,1000,0,0,825,999,999,529,999,844,632,64,60
2025/05/23/15:05:50.938418,43,1748005550,937838077,,1000,112,137,52,71,42,26,11,49,1000,0,0,831,999,999,530,999,844,632,64,60
2025/05/23/15:05:50.948412,44,1748005550,947835206,,1000,112,137,51,71,42,26,11,49,1000,0,0,847,999,999,530,999,844,631,62,59
2025/05/23/15:05:50.958323,45,1748005550,957844972,,1000,112,137,51,71,42,26,11,49,1000,0,0,867,999,999,532,999,844,629,62,59
2025/05/23/15:05:50.968364,46,1748005550,967834711,,1000,112,137,51,71,42,26,11,50,1000,0,0,879,999,999,545,999,843,629,60,58
2025/05/23/15:05:50.978209,47,1748005550,977805137,,1000,112,137,51,71,42,27,11,51,1000,0,0,881,999,999,557,999,843,629,58,57
2025/05/23/15:05:50.988649,48,1748005550,987918138,,1000,112,137,51,71,42,27,11,52,1000,0,0,919,999,999,566,999,843,628,54,54
2025/05/23/15:05:50.998275,49,1748005550,997852325,,1000,112,137,51,71,42,27,11,53,1000,0,0,961,999,999,572,999,843,627,52,52
2025/05/23/15:05:51.008513,50,1748005551,7844209,,1000,112,137,51,71,42,28,11,53,1000,0,0,989,999,999,578,999,843,627,50,50
2025/05/23/15:05:51.018213,51,1748005551,17863750,,1000,112,137,51,71,41,28,11,53,1000,0,0,999,999,999,579,999,843,626,50,48
2025/05/23/15:05:51.028309,52,1748005551,27939081,,1000,112,137,51,71,41,28,11,54,1000,0,0,999,999,999,578,999,844,627,48,47
2025/05/23/15:05:51.038561,53,1748005551,37925720,,1000,112,137,51,71,41,28,11,54,1000,0,0,999,999,999,577,999,844,627,48,45
2025/05/23/15:05:51.048265,54,1748005551,47845602,,1000,112,137,51,71,41,29,11,55,1000,0,0,999,999,999,577,999,845,626,48,44
2025/05/23/15:05:51.058398,55,1748005551,57846784,,1000,112,138,51,71,41,30,11,55,1000,0,0,999,999,999,576,999,846,625,46,43
2025/05/23/15:05:51.088077,56,1748005551,87761878,,1000,112,137,51,71,41,30,11,57,1000,0,0,999,999,999,589,999,847,624,46,40
2025/05/23/15:05:51.098243,57,1748005551,97776174,,1000,112,137,51,71,41,31,11,57,1000,0,0,999,999,999,591,999,848,624,46,38
2025/05/23/15:05:51.108310,58,1748005551,107875585,,1000,112,138,51,71,41,31,11,58,1000,0,0,999,999,999,596,999,848,624,46,36
2025/05/23/15:05:51.118404,59,1748005551,117833375,,1000,112,138,51,71,41,32,11,59,1000,0,0,999,999,999,599,999,849,624,46,34
2025/05/23/15:05:51.128347,60,1748005551,127935409,,1000,112,137,51,71,41,33,11,59,1000,0,0,999,999,999,608,999,849,624,46,32
2025/05/23/15:05:51.758148,61,1748005551,757856607,,1000,111,124,50,67,46,26,7,32,1000,0,0,999,999,999,999,999,784,609,76,0
2025/05/23/15:05:51.768206,62,1748005551,767915010,,1000,111,124,50,67,46,26,7,32,1000,0,0,999,999,999,999,999,782,609,76,0
2025/05/23/15:05:51.778194,63,1748005551,777856111,,1000,111,123,50,67,46,26,7,31,1000,0,0,999,999,999,999,999,780,610,76,0
2025/05/23/15:05:51.788203,64,1748005551,787796735,,1000,111,123,50,68,47,26,7,30,1000,0,0,999,999,999,999,999,777,611,76,0
