time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.thumb_2,.thumb_1,.index_2,.index_1,.middle_2,.middle_1,.ring_2,.ring_1,.little_2,.little_1,.palm_arch,.thumb_crossover,.press_thumb,.press_index,.press_middle,.press_ring,.press_little,.abd_thumb,.abd_index,.abd_ring,.abd_little
2025/05/23/15:04:47.082499,1,1748005487,81506729,,1000,124,392,71,215,95,212,32,168,1000,111,0,968,999,999,999,999,665,696,111,135
2025/05/23/15:04:47.091813,2,1748005487,91221094,,1000,123,324,68,181,85,189,28,158,1000,87,0,980,999,999,999,999,662,683,87,103
2025/05/23/15:04:47.101572,3,1748005487,101085424,,1000,123,322,68,181,85,189,28,158,1000,86,0,980,999,999,999,999,662,683,87,103
2025/05/23/15:04:47.111622,4,1748005487,111099958,,1000,122,321,68,180,85,189,28,158,1000,86,0,981,999,999,999,999,662,683,87,103
2025/05/23/15:04:47.121334,5,1748005487,121019124,,1000,122,319,68,180,85,189,28,158,1000,86,0,981,999,999,999,999,662,683,87,102
2025/05/23/15:04:47.131372,6,1748005487,130894899,,1000,123,319,68,180,85,189,28,158,1000,86,0,979,999,999,999,999,662,683,87,102
2025/05/23/15:04:47.141371,7,1748005487,141005277,,1000,123,318,68,179,85,188,28,158,1000,86,0,977,999,999,999,999,662,683,87,102
2025/05/23/15:04:47.151384,8,1748005487,150977849,,1000,123,318,68,179,85,188,28,158,1000,86,0,977,999,999,999,999,662,683,87,102
2025/05/23/15:04:47.161530,9,1748005487,161053657,,1000,123,315,68,178,84,188,28,158,1000,86,0,977,999,999,999,999,662,684,87,101
2025/05/23/15:04:47.171273,10,1748005487,170926809,,1000,122,314,68,178,84,188,28,158,1000,85,0,977,999,999,999,999,662,683,85,101
2025/05/23/15:04:47.181513,11,1748005487,181087017,,1000,122,313,68,178,84,188,28,157,1000,85,0,977,999,999,999,999,662,683,85,101
2025/05/23/15:04:47.191238,12,1748005487,190930366,,1000,122,312,68,178,84,188,28,157,1000,85,0,977,999,999,999,999,662,683,85,101
2025/05/23/15:04:47.201459,13,1748005487,200931787,,1000,122,311,68,177,84,187,28,157,1000,85,0,977,999,999,999,999,662,683,85,101
2025/05/23/15:04:47.211636,14,1748005487,211086273,,1000,122,310,68,177,84,187,28,157,1000,85,0,975,999,999,999,999,662,683,83,100
2025/05/23/15:04:47.221431,15,1748005487,221083641,,1000,122,310,68,176,84,187,28,157,1000,85,0,973,999,999,999,999,662,683,83,100
2025/05/23/15:04:47.231602,16,1748005487,230947017,,1000,122,309,67,176,84,187,28,157,1000,85,0,979,999,999,999,999,662,683,85,100
2025/05/23/15:04:47.241398,17,1748005487,240943670,,1000,122,308,67,176,83,187,27,157,1000,84,0,986,999,999,999,999,662,683,83,99
