timestamp,joint_name,position,velocity,effort
1744647923.0179787,thumb_1,199.0,,
1744647923.0179787,thumb_2,32.0,,
1744647923.0179787,index_1,0.0,,
1744647923.0179787,index_2,0.0,,
1744647923.0179787,middle_1,126.0,,
1744647923.0179787,middle_2,70.0,,
1744647923.0179787,ring_1,0.0,,
1744647923.0179787,ring_2,0.0,,
1744647923.0179787,little_1,75.0,,
1744647923.0179787,little_2,35.0,,
1744647923.0179787,palm_arch,3.0,,
1744647923.0179787,thumb_crossover,232.0,,
1744647923.0179787,abd_thumb,0.0,,
1744647923.0179787,abd_index,240.0,,
1744647923.0179787,abd_ring,0.0,,
1744647923.0179787,abd_little,154.0,,
1744647923.0179787,press_thumb,0.0,,
1744647923.0179787,press_index,60.0,,
1744647923.0179787,press_middle,0.0,,
1744647923.0179787,press_ring,124.0,,
1744647923.0179787,press_little,0.0,,
1744647923.0389276,thumb_1,81.0,,
1744647923.0389276,thumb_2,0.0,,
1744647923.0389276,index_1,99.0,,
1744647923.0389276,index_2,0.0,,
1744647923.0389276,middle_1,10.0,,
1744647923.0389276,middle_2,0.0,,
1744647923.0389276,ring_1,102.0,,
1744647923.0389276,ring_2,3.0,,
1744647923.0389276,little_1,232.0,,
1744647923.0389276,little_2,0.0,,
1744647923.0389276,palm_arch,29.0,,
1744647923.0389276,thumb_crossover,3.0,,
1744647923.0389276,abd_thumb,232.0,,
1744647923.0389276,abd_index,0.0,,
1744647923.0389276,abd_ring,0.0,,
1744647923.0389276,abd_little,3.0,,
1744647923.0389276,press_thumb,232.0,,
1744647923.0389276,press_index,3.0,,
1744647923.0389276,press_middle,195.0,,
1744647923.0389276,press_ring,3.0,,
1744647923.0389276,press_little,231.0,,
1744647923.0580099,thumb_1,3.0,,
1744647923.0580099,thumb_2,231.0,,
1744647923.0580099,index_1,3.0,,
1744647923.0580099,index_2,231.0,,
1744647923.0580099,middle_1,3.0,,
1744647923.0580099,middle_2,231.0,,
1744647923.0580099,ring_1,2.0,,
1744647923.0580099,ring_2,112.0,,
1744647923.0580099,little_1,3.0,,
1744647923.0580099,little_2,2.0,,
1744647923.0580099,palm_arch,0.0,,
1744647923.0580099,thumb_crossover,13.0,,
1744647923.0580099,abd_thumb,0.0,,
1744647923.0580099,abd_index,0.0,,
1744647923.0580099,abd_ring,3.0,,
1744647923.0580099,abd_little,30.0,,
1744647923.0580099,press_thumb,111.0,,
1744647923.0580099,press_index,35.0,,
1744647923.0580099,press_middle,36.0,,
1744647923.0580099,press_ring,10.0,,
1744647923.0580099,press_little,89.0,,
1744647923.08104,thumb_1,1.0,,
1744647923.08104,thumb_2,0.0,,
1744647923.08104,index_1,1.0,,
1744647923.08104,index_2,0.0,,
1744647923.08104,middle_1,0.0,,
1744647923.08104,middle_2,0.0,,
1744647923.08104,ring_1,10.0,,
1744647923.08104,ring_2,0.0,,
1744647923.08104,little_1,0.0,,
1744647923.08104,little_2,65.0,,
1744647923.08104,palm_arch,181.0,,
1744647923.08104,thumb_crossover,255.0,,
1744647923.08104,abd_thumb,255.0,,
1744647923.08104,abd_index,155.0,,
1744647923.08104,abd_ring,50.0,,
1744647923.08104,abd_little,255.0,,
1744647923.08104,press_thumb,255.0,,
1744647923.08104,press_index,164.0,,
1744647923.08104,press_middle,122.0,,
1744647923.08104,press_ring,0.0,,
1744647923.08104,press_little,0.0,,
1744647923.0997918,thumb_1,206.0,,
1744647923.0997918,thumb_2,151.0,,
1744647923.0997918,index_1,0.0,,
1744647923.0997918,index_2,0.0,,
1744647923.0997918,middle_1,66.0,,
1744647923.0997918,middle_2,147.0,,
1744647923.0997918,ring_1,255.0,,
1744647923.0997918,ring_2,255.0,,
1744647923.0997918,little_1,204.0,,
1744647923.0997918,little_2,9.0,,
1744647923.0997918,palm_arch,0.0,,
1744647923.0997918,thumb_crossover,0.0,,
1744647923.0997918,abd_thumb,119.0,,
1744647923.0997918,abd_index,17.0,,
1744647923.0997918,abd_ring,255.0,,
1744647923.0997918,abd_little,255.0,,
1744647923.0997918,press_thumb,45.0,,
1744647923.0997918,press_index,180.0,,
1744647923.0997918,press_middle,3.0,,
1744647923.0997918,press_ring,232.0,,
1744647923.0997918,press_little,0.0,,
1744647923.1182714,thumb_1,240.0,,
1744647923.1182714,thumb_2,0.0,,
1744647923.1182714,index_1,154.0,,
1744647923.1182714,index_2,0.0,,
1744647923.1182714,middle_1,60.0,,
1744647923.1182714,middle_2,0.0,,
1744647923.1182714,ring_1,124.0,,
1744647923.1182714,ring_2,0.0,,
1744647923.1182714,little_1,81.0,,
1744647923.1182714,little_2,0.0,,
1744647923.1182714,palm_arch,99.0,,
1744647923.1182714,thumb_crossover,0.0,,
1744647923.1182714,abd_thumb,10.0,,
1744647923.1182714,abd_index,0.0,,
1744647923.1182714,abd_ring,102.0,,
1744647923.1182714,abd_little,3.0,,
1744647923.1182714,press_thumb,232.0,,
1744647923.1182714,press_index,0.0,,
1744647923.1182714,press_middle,29.0,,
1744647923.1182714,press_ring,3.0,,
1744647923.1182714,press_little,232.0,,
1744647923.139019,thumb_1,0.0,,
1744647923.139019,thumb_2,0.0,,
1744647923.139019,index_1,3.0,,
1744647923.139019,index_2,232.0,,
1744647923.139019,middle_1,3.0,,
1744647923.139019,middle_2,195.0,,
1744647923.139019,ring_1,3.0,,
1744647923.139019,ring_2,231.0,,
1744647923.139019,little_1,3.0,,
1744647923.139019,little_2,231.0,,
1744647923.139019,palm_arch,3.0,,
1744647923.139019,thumb_crossover,231.0,,
1744647923.139019,abd_thumb,3.0,,
1744647923.139019,abd_index,231.0,,
1744647923.139019,abd_ring,2.0,,
1744647923.139019,abd_little,111.0,,
