timestamp,joint_name,position,velocity,effort
1744647847.95648,thumb_1,18.0,,
1744647847.95648,thumb_2,181.0,,
1744647847.95648,index_1,3.0,,
1744647847.95648,index_2,232.0,,
1744647847.95648,middle_1,0.0,,
1744647847.95648,middle_2,184.0,,
1744647847.95648,ring_1,0.0,,
1744647847.95648,ring_2,171.0,,
1744647847.95648,little_1,0.0,,
1744647847.95648,little_2,75.0,,
1744647847.95648,palm_arch,0.0,,
1744647847.95648,thumb_crossover,156.0,,
1744647847.95648,abd_thumb,0.0,,
1744647847.95648,abd_index,151.0,,
1744647847.95648,abd_ring,0.0,,
1744647847.95648,abd_little,165.0,,
1744647847.95648,press_thumb,0.0,,
1744647847.95648,press_index,25.0,,
1744647847.95648,press_middle,0.0,,
1744647847.95648,press_ring,140.0,,
1744647847.95648,press_little,3.0,,
1744647847.9763656,thumb_1,232.0,,
1744647847.9763656,thumb_2,0.0,,
1744647847.9763656,index_1,0.0,,
1744647847.9763656,index_2,3.0,,
1744647847.9763656,middle_1,232.0,,
1744647847.9763656,middle_2,0.0,,
1744647847.9763656,ring_1,0.0,,
1744647847.9763656,ring_2,3.0,,
1744647847.9763656,little_1,232.0,,
1744647847.9763656,little_2,3.0,,
1744647847.9763656,palm_arch,206.0,,
1744647847.9763656,thumb_crossover,3.0,,
1744647847.9763656,abd_thumb,231.0,,
1744647847.9763656,abd_index,3.0,,
1744647847.9763656,abd_ring,231.0,,
1744647847.9763656,abd_little,3.0,,
1744647847.9763656,press_thumb,231.0,,
1744647847.9763656,press_index,3.0,,
1744647847.9763656,press_middle,231.0,,
1744647847.9763656,press_ring,1.0,,
1744647847.9763656,press_little,196.0,,
1744647847.9966962,thumb_1,2.0,,
1744647847.9966962,thumb_2,213.0,,
1744647847.9966962,index_1,0.0,,
1744647847.9966962,index_2,0.0,,
1744647847.9966962,middle_1,0.0,,
1744647847.9966962,middle_2,0.0,,
1744647847.9966962,ring_1,3.0,,
1744647847.9966962,ring_2,37.0,,
1744647847.9966962,little_1,16.0,,
1744647847.9966962,little_2,35.0,,
1744647847.9966962,palm_arch,36.0,,
1744647847.9966962,thumb_crossover,10.0,,
1744647847.9966962,abd_thumb,89.0,,
1744647847.9966962,abd_index,1.0,,
1744647847.9966962,abd_ring,0.0,,
1744647847.9966962,abd_little,1.0,,
1744647847.9966962,press_thumb,0.0,,
1744647847.9966962,press_index,0.0,,
1744647847.9966962,press_middle,0.0,,
1744647847.9966962,press_ring,0.0,,
1744647847.9966962,press_little,0.0,,
1744647848.0183983,thumb_1,0.0,,
1744647848.0183983,thumb_2,32.0,,
1744647848.0183983,index_1,141.0,,
1744647848.0183983,index_2,255.0,,
1744647848.0183983,middle_1,255.0,,
1744647848.0183983,middle_2,160.0,,
1744647848.0183983,ring_1,90.0,,
1744647848.0183983,ring_2,255.0,,
1744647848.0183983,little_1,255.0,,
1744647848.0183983,little_2,73.0,,
1744647848.0183983,palm_arch,171.0,,
1744647848.0183983,thumb_crossover,255.0,,
1744647848.0183983,abd_thumb,255.0,,
1744647848.0183983,abd_index,107.0,,
1744647848.0183983,abd_ring,103.0,,
1744647848.0183983,abd_little,0.0,,
1744647848.0183983,press_thumb,0.0,,
1744647848.0183983,press_index,211.0,,
1744647848.0183983,press_middle,253.0,,
1744647848.0183983,press_ring,255.0,,
1744647848.0183983,press_little,255.0,,
1744647848.0373347,thumb_1,215.0,,
1744647848.0373347,thumb_2,28.0,,
1744647848.0373347,index_1,0.0,,
1744647848.0373347,index_2,0.0,,
1744647848.0373347,middle_1,136.0,,
1744647848.0373347,middle_2,100.0,,
1744647848.0373347,ring_1,0.0,,
1744647848.0373347,ring_2,0.0,,
1744647848.0373347,little_1,17.0,,
1744647848.0373347,little_2,231.0,,
1744647848.0373347,palm_arch,3.0,,
1744647848.0373347,thumb_crossover,232.0,,
1744647848.0373347,abd_thumb,0.0,,
1744647848.0373347,abd_index,184.0,,
1744647848.0373347,abd_ring,0.0,,
1744647848.0373347,abd_little,171.0,,
1744647848.0373347,press_thumb,0.0,,
1744647848.0373347,press_index,75.0,,
1744647848.0373347,press_middle,0.0,,
1744647848.0373347,press_ring,156.0,,
1744647848.0373347,press_little,0.0,,
1744647848.0553303,thumb_1,151.0,,
1744647848.0553303,thumb_2,0.0,,
1744647848.0553303,index_1,165.0,,
1744647848.0553303,index_2,0.0,,
1744647848.0553303,middle_1,25.0,,
1744647848.0553303,middle_2,0.0,,
1744647848.0553303,ring_1,140.0,,
1744647848.0553303,ring_2,3.0,,
1744647848.0553303,little_1,232.0,,
1744647848.0553303,little_2,0.0,,
1744647848.0553303,palm_arch,0.0,,
1744647848.0553303,thumb_crossover,3.0,,
1744647848.0553303,abd_thumb,232.0,,
1744647848.0553303,abd_index,0.0,,
1744647848.0553303,abd_ring,0.0,,
1744647848.0553303,abd_little,3.0,,
1744647848.0553303,press_thumb,232.0,,
1744647848.0553303,press_index,3.0,,
1744647848.0553303,press_middle,206.0,,
1744647848.0553303,press_ring,3.0,,
1744647848.0553303,press_little,231.0,,
1744647848.0758512,thumb_1,3.0,,
1744647848.0758512,thumb_2,231.0,,
1744647848.0758512,index_1,3.0,,
1744647848.0758512,index_2,231.0,,
1744647848.0758512,middle_1,3.0,,
1744647848.0758512,middle_2,231.0,,
1744647848.0758512,ring_1,1.0,,
1744647848.0758512,ring_2,196.0,,
1744647848.0758512,little_1,2.0,,
1744647848.0758512,little_2,213.0,,
1744647848.0758512,palm_arch,0.0,,
1744647848.0758512,thumb_crossover,0.0,,
1744647848.0758512,abd_thumb,0.0,,
1744647848.0758512,abd_index,0.0,,
1744647848.0758512,abd_ring,3.0,,
1744647848.0758512,abd_little,33.0,,
1744647848.0758512,press_thumb,165.0,,
1744647848.0758512,press_index,35.0,,
1744647848.0758512,press_middle,36.0,,
1744647848.0758512,press_ring,10.0,,
1744647848.0758512,press_little,89.0,,
1744647848.097591,thumb_1,1.0,,
1744647848.097591,thumb_2,0.0,,
1744647848.097591,index_1,1.0,,
1744647848.097591,index_2,0.0,,
1744647848.097591,middle_1,0.0,,
1744647848.097591,middle_2,0.0,,
1744647848.097591,ring_1,10.0,,
1744647848.097591,ring_2,0.0,,
1744647848.097591,little_1,0.0,,
1744647848.097591,little_2,25.0,,
1744647848.097591,palm_arch,138.0,,
1744647848.097591,thumb_crossover,255.0,,
1744647848.097591,abd_thumb,255.0,,
1744647848.097591,abd_index,162.0,,
1744647848.097591,abd_ring,189.0,,
1744647848.097591,abd_little,255.0,,
1744647848.097591,press_thumb,255.0,,
1744647848.097591,press_index,68.0,,
1744647848.097591,press_middle,105.0,,
1744647848.097591,press_ring,255.0,,
1744647848.097591,press_little,255.0,,
1744647848.1154742,thumb_1,111.0,,
1744647848.1154742,thumb_2,28.0,,
1744647848.1154742,index_1,255.0,,
1744647848.1154742,index_2,255.0,,
1744647848.1154742,middle_1,200.0,,
1744647848.1154742,middle_2,104.0,,
1744647848.1154742,ring_1,0.0,,
1744647848.1154742,ring_2,0.0,,
1744647848.1154742,little_1,113.0,,
1744647848.1154742,little_2,189.0,,
1744647848.1154742,palm_arch,0.0,,
1744647848.1154742,thumb_crossover,0.0,,
1744647848.1154742,abd_thumb,219.0,,
1744647848.1154742,abd_index,184.0,,
1744647848.1154742,abd_ring,0.0,,
1744647848.1154742,abd_little,0.0,,
1744647848.1154742,press_thumb,35.0,,
1744647848.1154742,press_index,22.0,,
1744647848.1154742,press_middle,3.0,,
1744647848.1154742,press_ring,232.0,,
1744647848.1154742,press_little,0.0,,
1744647848.1364326,thumb_1,184.0,,
1744647848.1364326,thumb_2,0.0,,
1744647848.1364326,index_1,171.0,,
1744647848.1364326,index_2,0.0,,
1744647848.1364326,middle_1,75.0,,
1744647848.1364326,middle_2,0.0,,
1744647848.1364326,ring_1,156.0,,
1744647848.1364326,ring_2,0.0,,
1744647848.1364326,little_1,151.0,,
1744647848.1364326,little_2,0.0,,
1744647848.1364326,palm_arch,165.0,,
1744647848.1364326,thumb_crossover,0.0,,
1744647848.1364326,abd_thumb,25.0,,
1744647848.1364326,abd_index,0.0,,
1744647848.1364326,abd_ring,140.0,,
1744647848.1364326,abd_little,3.0,,
1744647848.1364326,press_thumb,232.0,,
1744647848.1364326,press_index,0.0,,
1744647848.1364326,press_middle,0.0,,
1744647848.1364326,press_ring,2.0,,
1744647848.1364326,press_little,238.0,,
1744647848.15588,thumb_1,0.0,,
1744647848.15588,thumb_2,0.0,,
1744647848.15588,index_1,3.0,,
1744647848.15588,index_2,232.0,,
1744647848.15588,middle_1,3.0,,
1744647848.15588,middle_2,206.0,,
1744647848.15588,ring_1,3.0,,
1744647848.15588,ring_2,231.0,,
1744647848.15588,little_1,3.0,,
1744647848.15588,little_2,231.0,,
1744647848.15588,palm_arch,3.0,,
1744647848.15588,thumb_crossover,231.0,,
1744647848.15588,abd_thumb,3.0,,
1744647848.15588,abd_index,231.0,,
1744647848.15588,abd_ring,1.0,,
1744647848.15588,abd_little,196.0,,
1744647848.15588,press_thumb,2.0,,
1744647848.15588,press_index,213.0,,
1744647848.15588,press_middle,0.0,,
1744647848.15588,press_ring,0.0,,
1744647848.15588,press_little,0.0,,
1744647848.178087,thumb_1,0.0,,
1744647848.178087,thumb_2,3.0,,
1744647848.178087,index_1,24.0,,
1744647848.178087,index_2,251.0,,
1744647848.178087,middle_1,35.0,,
1744647848.178087,middle_2,36.0,,
1744647848.178087,ring_1,10.0,,
1744647848.178087,ring_2,89.0,,
1744647848.178087,little_1,1.0,,
1744647848.178087,little_2,0.0,,
1744647848.178087,palm_arch,1.0,,
1744647848.178087,thumb_crossover,0.0,,
1744647848.178087,abd_thumb,0.0,,
1744647848.178087,abd_index,0.0,,
1744647848.178087,abd_ring,20.0,,
1744647848.178087,abd_little,0.0,,
1744647848.178087,press_thumb,0.0,,
1744647848.178087,press_index,17.0,,
1744647848.178087,press_middle,72.0,,
1744647848.178087,press_ring,255.0,,
1744647848.178087,press_little,255.0,,
1744647848.195308,thumb_1,165.0,,
1744647848.195308,thumb_2,165.0,,
1744647848.195308,index_1,255.0,,
1744647848.195308,index_2,255.0,,
1744647848.195308,middle_1,62.0,,
1744647848.195308,middle_2,137.0,,
1744647848.195308,ring_1,255.0,,
1744647848.195308,ring_2,255.0,,
1744647848.195308,little_1,115.0,,
1744647848.195308,little_2,216.0,,
1744647848.195308,palm_arch,255.0,,
1744647848.195308,thumb_crossover,255.0,,
1744647848.195308,abd_thumb,211.0,,
1744647848.195308,abd_index,16.0,,
1744647848.195308,abd_ring,0.0,,
1744647848.195308,abd_little,0.0,,
1744647848.195308,press_thumb,115.0,,
1744647848.195308,press_index,228.0,,
1744647848.195308,press_middle,0.0,,
1744647848.195308,press_ring,0.0,,
1744647848.195308,press_little,222.0,,
1744647848.2163022,thumb_1,101.0,,
1744647848.2163022,thumb_2,0.0,,
1744647848.2163022,index_1,0.0,,
1744647848.2163022,index_2,25.0,,
1744647848.2163022,middle_1,5.0,,
1744647848.2163022,middle_2,3.0,,
1744647848.2163022,ring_1,232.0,,
1744647848.2163022,ring_2,0.0,,
1744647848.2163022,little_1,184.0,,
1744647848.2163022,little_2,0.0,,
1744647848.2163022,palm_arch,171.0,,
1744647848.2163022,thumb_crossover,0.0,,
1744647848.2163022,abd_thumb,75.0,,
1744647848.2163022,abd_index,0.0,,
1744647848.2163022,abd_ring,156.0,,
1744647848.2163022,abd_little,0.0,,
1744647848.2163022,press_thumb,151.0,,
1744647848.2163022,press_index,0.0,,
1744647848.2163022,press_middle,165.0,,
1744647848.2163022,press_ring,0.0,,
1744647848.2163022,press_little,25.0,,
1744647848.2388785,thumb_1,0.0,,
1744647848.2388785,thumb_2,140.0,,
1744647848.2388785,index_1,3.0,,
1744647848.2388785,index_2,232.0,,
1744647848.2388785,middle_1,0.0,,
1744647848.2388785,middle_2,0.0,,
1744647848.2388785,ring_1,2.0,,
1744647848.2388785,ring_2,238.0,,
