time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.thumb_2,.thumb_1,.index_2,.index_1,.middle_2,.middle_1,.ring_2,.ring_1,.little_2,.little_1,.palm_arch,.thumb_crossover,.press_thumb,.press_index,.press_middle,.press_ring,.press_little,.abd_thumb,.abd_index,.abd_ring,.abd_little,rigidity,object
2025/05/23/16:30:00.077018,1,1748010600,76466083,,1000,203,83,50,101,23,82,24,36,1000,0,0,914,999,999,999,999,692,751,421,110,1,1
2025/05/23/16:30:00.086838,2,1748010600,86506128,,1000,200,71,50,85,19,75,20,33,1000,0,0,896,999,999,999,999,693,691,368,57,1,1
2025/05/23/16:30:00.096880,3,1748010600,96514463,,1000,201,70,50,85,19,75,20,33,1000,0,0,896,999,999,999,999,693,691,368,57,1,1
2025/05/23/16:30:00.107079,4,1748010600,106510877,,1000,200,71,50,85,19,75,20,33,1000,0,0,896,999,999,999,999,693,691,370,57,1,1
2025/05/23/16:30:00.116964,5,1748010600,116514205,,1000,200,71,50,85,19,75,20,32,1000,0,0,895,999,999,999,999,693,691,370,57,1,1
2025/05/23/16:30:00.126880,6,1748010600,126454830,,1000,201,71,50,85,19,75,20,32,1000,0,0,895,999,999,999,999,693,690,370,56,1,1
2025/05/23/16:30:00.136884,7,1748010600,136588811,,1000,201,71,50,85,19,75,20,33,1000,0,0,895,999,999,999,999,693,690,368,55,1,1
2025/05/23/16:30:00.146914,8,1748010600,146450996,,1000,200,71,50,85,19,75,20,32,1000,0,0,896,999,999,999,999,693,690,368,55,1,1
2025/05/23/16:30:00.157104,9,1748010600,156571865,,1000,200,70,50,85,19,75,20,32,1000,0,0,896,999,999,999,999,693,689,368,55,1,1
2025/05/23/16:30:00.166827,10,1748010600,166510820,,1000,200,70,50,85,19,75,20,32,1000,0,0,896,999,999,999,999,693,689,368,55,1,1
2025/05/23/16:30:00.176976,11,1748010600,176449298,,1000,200,70,50,85,19,75,20,32,1000,0,0,896,999,999,999,999,693,688,368,55,1,1
2025/05/23/16:30:00.186641,12,1748010600,186382770,,1000,200,70,50,84,19,75,20,32,1000,0,0,897,999,999,999,999,693,688,368,55,1,1
