time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.thumb_2,.thumb_1,.index_2,.index_1,.middle_2,.middle_1,.ring_2,.ring_1,.little_2,.little_1,.palm_arch,.thumb_crossover,.press_thumb,.press_index,.press_middle,.press_ring,.press_little,.abd_thumb,.abd_index,.abd_ring,.abd_little,rigidity,object,stiffness
2025/05/23/15:22:41.193950,1,1748006561,193323373,,1000,110,120,50,79,44,56,4,47,1000,122,0,998,999,999,999,999,592,730,210,109,0,0,0
2025/05/23/15:22:41.203520,2,1748006561,203151702,,1000,110,119,49,76,37,53,0,47,1000,137,0,999,999,999,999,999,615,715,196,92,0,0,0
2025/05/23/15:22:41.213620,3,1748006561,213174819,,1000,110,120,49,76,37,53,0,47,1000,137,0,999,999,999,999,999,616,715,196,92,0,0,0
2025/05/23/15:22:41.223392,4,1748006561,223007440,,1000,110,120,49,76,37,53,0,47,1000,137,0,999,999,999,999,999,616,715,196,92,0,0,0
2025/05/23/15:22:41.233882,5,1748006561,233177661,,1000,110,120,49,76,37,53,0,47,1000,137,0,999,999,999,999,999,617,715,196,92,0,0,0
2025/05/23/15:22:41.243752,6,1748006561,243168830,,1000,110,120,49,76,37,53,0,47,1000,137,0,999,999,999,999,999,618,715,196,91,0,0,0
2025/05/23/15:22:41.253471,7,1748006561,253095626,,1000,110,120,49,76,37,53,0,47,1000,136,0,999,999,999,999,999,618,715,196,90,0,0,0
2025/05/23/15:22:41.263539,8,1748006561,263136625,,1000,110,120,49,76,37,53,0,47,1000,136,0,999,999,999,999,999,619,715,194,89,0,0,0
2025/05/23/15:22:41.273847,9,1748006561,273343801,,1000,110,120,49,76,37,53,0,47,1000,135,0,999,999,999,999,999,619,714,194,88,0,0,0
2025/05/23/15:22:41.283508,10,1748006561,283118963,,1000,110,120,49,76,37,53,0,47,1000,135,0,999,999,999,999,999,620,714,194,88,0,0,0
2025/05/23/15:22:41.293610,11,1748006561,293215751,,1000,110,120,49,76,37,53,0,47,1000,135,0,999,999,999,999,999,621,714,194,88,0,0,0
2025/05/23/15:22:41.303505,12,1748006561,303044319,,1000,110,120,49,76,37,53,0,47,1000,135,0,999,999,999,999,999,622,714,194,88,0,0,0
2025/05/23/15:22:41.313266,13,1748006561,312987565,,1000,110,120,49,76,37,53,0,47,1000,134,0,999,999,999,999,999,623,714,194,88,0,0,0
2025/05/23/15:22:41.323782,14,1748006561,323100328,,1000,110,120,49,76,37,53,0,47,1000,134,0,999,999,999,999,999,623,713,194,89,0,0,0
2025/05/23/15:22:41.333511,15,1748006561,333076715,,1000,110,119,49,76,37,53,0,47,1000,134,0,999,999,999,999,999,624,714,194,90,0,0,0
2025/05/23/15:22:41.343305,16,1748006561,342976570,,1000,110,119,49,76,37,53,0,47,1000,134,0,999,999,999,999,999,625,714,194,89,0,0,0
2025/05/23/15:22:41.353643,17,1748006561,353145599,,1000,110,119,49,76,37,53,0,46,1000,134,0,998,999,999,999,999,625,714,194,88,0,0,0
2025/05/23/15:22:41.363588,18,1748006561,363147974,,1000,110,119,49,76,37,53,0,46,1000,134,0,999,999,999,999,999,626,713,194,88,0,0,0
2025/05/23/15:22:41.373959,19,1748006561,373372077,,1000,110,119,49,75,37,53,0,46,1000,133,0,998,999,999,999,999,626,714,194,89,0,0,0
2025/05/23/15:22:41.383564,20,1748006561,383146524,,1000,110,118,49,75,37,53,0,46,1000,133,0,998,999,999,999,999,627,714,194,89,0,0,0
2025/05/23/15:22:41.393298,21,1748006561,392995834,,1000,110,118,49,75,37,53,0,46,1000,133,0,998,999,999,999,999,627,714,194,89,0,0,0
2025/05/23/15:22:41.403392,22,1748006561,402977466,,1000,110,118,49,75,36,53,0,46,1000,133,0,999,999,999,999,999,628,714,192,88,0,0,0
2025/05/23/15:22:41.413238,23,1748006561,412965059,,1000,110,118,49,75,36,53,0,46,1000,133,0,999,999,999,999,999,629,713,191,88,0,0,0
2025/05/23/15:22:41.423409,24,1748006561,423042535,,1000,110,118,49,75,36,53,0,46,1000,133,0,999,999,999,999,999,629,713,191,88,0,0,0
2025/05/23/15:22:41.433279,25,1748006561,432944297,,1000,110,118,49,75,36,53,0,46,1000,133,0,999,999,999,999,999,630,714,191,89,0,0,0
2025/05/23/15:22:41.443435,26,1748006561,442979097,,1000,110,118,49,75,36,53,0,46,1000,133,0,999,999,999,999,999,630,713,191,89,0,0,0
2025/05/23/15:22:41.453310,27,1748006561,452943325,,1000,110,118,49,75,36,52,0,46,1000,133,0,999,999,999,999,999,632,713,191,87,0,0,0
2025/05/23/15:22:41.463448,28,1748006561,463005065,,1000,110,118,49,75,36,52,0,46,1000,132,0,999,999,999,999,999,632,714,189,86,0,0,0
2025/05/23/15:22:41.473340,29,1748006561,473004102,,1000,110,118,49,75,36,52,0,46,1000,132,0,999,999,999,999,999,632,714,189,86,0,0,0
2025/05/23/15:22:41.483422,30,1748006561,482950448,,1000,110,118,49,75,36,52,0,46,1000,132,0,999,999,999,999,999,633,713,189,85,0,0,0
2025/05/23/15:22:41.493396,31,1748006561,492980003,,1000,110,118,49,75,36,53,0,46,1000,132,0,999,999,999,999,999,633,714,191,85,0,0,0
2025/05/23/15:22:41.503374,32,1748006561,502977371,,1000,110,118,49,75,36,53,0,46,1000,132,0,999,999,999,999,999,634,714,191,85,0,0,0
2025/05/23/15:22:41.513410,33,1748006561,512983322,,1000,110,118,49,75,36,52,0,46,1000,132,0,999,999,999,999,999,634,713,189,84,0,0,0
2025/05/23/15:22:41.523406,34,1748006561,523072004,,1000,110,117,48,75,36,52,0,46,1000,132,0,999,999,999,999,999,635,713,189,84,0,0,0
2025/05/23/15:22:41.533379,35,1748006561,533009052,,1000,110,117,48,75,36,52,0,46,1000,132,0,999,999,999,999,999,635,712,189,84,0,0,0
2025/05/23/15:22:41.543385,36,1748006561,543045043,,1000,110,117,48,75,36,52,0,46,1000,133,0,999,999,999,999,999,635,712,189,84,0,0,0
2025/05/23/15:22:41.553436,37,1748006561,553034305,,1000,110,117,49,75,36,52,0,46,1000,133,0,999,999,999,999,999,635,713,189,84,0,0,0
2025/05/23/15:22:41.563288,38,1748006561,562987804,,1000,110,117,49,75,36,52,0,46,1000,133,0,999,999,999,999,999,635,713,189,84,0,0,0
2025/05/23/15:22:41.573255,39,1748006561,572958230,,1000,110,117,49,75,36,52,0,46,1000,133,0,999,999,999,999,999,635,713,189,84,0,0,0
2025/05/23/15:22:41.583256,40,1748006561,582949876,,1000,110,117,49,75,36,52,0,45,1000,133,0,999,999,999,999,999,636,713,189,84,0,0,0
2025/05/23/15:22:41.593228,41,1748006561,592954635,,1000,110,117,49,75,36,52,0,46,1000,134,0,999,999,999,999,999,636,713,187,84,0,0,0
2025/05/23/15:22:41.603221,42,1748006561,602924823,,1000,110,117,49,75,36,52,0,46,1000,134,0,999,999,999,999,999,636,712,187,84,0,0,0
2025/05/23/15:22:41.613368,43,1748006561,613017082,,1000,110,117,49,75,36,52,0,46,1000,134,0,999,999,999,999,999,636,712,187,84,0,0,0
2025/05/23/15:22:41.623412,44,1748006561,623015165,,1000,110,117,49,75,36,52,0,46,1000,134,0,999,999,999,999,999,636,712,185,84,0,0,0
2025/05/23/15:22:41.633202,45,1748006561,632944107,,1000,110,117,49,75,36,52,0,46,1000,134,0,999,999,999,999,999,636,712,185,84,0,0,0
2025/05/23/15:22:41.643470,46,1748006561,643012285,,1000,110,117,49,75,36,52,0,45,1000,134,0,999,999,999,999,999,636,712,185,84,0,0,0
2025/05/23/15:22:41.653518,47,1748006561,653022289,,1000,110,117,49,75,36,52,0,45,1000,134,0,999,999,999,999,999,636,712,185,84,0,0,0
2025/05/23/15:22:41.663570,48,1748006561,663204431,,1000,110,117,49,75,36,52,0,45,1000,134,0,999,999,999,999,999,636,712,185,84,0,0,0
2025/05/23/15:22:41.673522,49,1748006561,673098564,,1000,110,116,49,74,36,52,0,45,1000,134,0,999,999,999,999,999,637,712,185,84,0,0,0
2025/05/23/15:22:41.683589,50,1748006561,683112621,,1000,110,116,48,74,36,52,0,45,1000,134,0,999,999,999,999,999,637,712,185,84,0,0,0
2025/05/23/15:22:41.693527,51,1748006561,693099498,,1000,110,116,48,74,36,52,0,45,1000,134,0,999,999,999,999,999,637,712,185,84,0,0,0
