time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.thumb_2,.thumb_1,.index_2,.index_1,.middle_2,.middle_1,.ring_2,.ring_1,.little_2,.little_1,.palm_arch,.thumb_crossover,.press_thumb,.press_index,.press_middle,.press_ring,.press_little,.abd_thumb,.abd_index,.abd_ring,.abd_little,rigidity,object,stiffness
2025/05/23/15:23:46.244920,1,1748006626,244338274,,1000,134,286,58,156,143,189,109,112,1000,84,0,998,999,999,999,999,577,748,259,77,0,0,0
2025/05/23/15:23:46.254574,2,1748006626,254111528,,1000,134,286,59,156,144,192,113,112,1000,83,0,999,999,999,999,999,578,747,259,77,0,0,0
2025/05/23/15:23:46.264708,3,1748006626,264258146,,1000,134,286,59,156,145,195,117,112,1000,82,0,999,999,999,999,999,578,747,259,77,0,0,0
2025/05/23/15:23:46.274804,4,1748006626,274177551,,1000,134,286,59,156,145,195,117,112,1000,82,0,999,999,999,999,999,578,747,259,77,0,0,0
2025/05/23/15:23:46.284386,5,1748006626,284057378,,1000,134,286,59,156,146,204,128,112,1000,80,0,999,999,999,999,999,578,747,261,77,0,0,0
2025/05/23/15:23:46.294440,6,1748006626,294080495,,1000,134,287,59,156,147,204,128,112,1000,79,0,999,999,999,999,999,578,747,259,77,0,0,0
2025/05/23/15:23:46.304535,7,1748006626,304105281,,1000,134,287,59,156,147,188,108,112,1000,78,0,999,999,999,999,999,578,747,261,77,0,0,0
2025/05/23/15:23:46.314495,8,1748006626,314156293,,1000,134,286,59,156,148,170,85,111,1000,77,0,999,999,999,999,999,578,747,263,77,0,0,0
2025/05/23/15:23:46.324494,9,1748006626,324135065,,1000,134,286,59,156,149,153,63,111,1000,75,0,999,999,999,999,999,578,746,261,78,0,0,0
2025/05/23/15:23:46.334436,10,1748006626,334125757,,1000,134,287,59,155,150,149,59,111,1000,73,0,998,999,999,999,999,578,746,263,79,0,0,0
2025/05/23/15:23:46.344423,11,1748006626,344091653,,1000,134,286,59,155,151,147,55,111,1000,72,0,999,999,999,999,999,578,747,263,79,0,0,0
2025/05/23/15:23:46.354334,12,1748006626,354058265,,1000,134,286,59,155,152,144,53,111,1000,70,0,999,999,999,999,999,579,747,263,80,0,0,0
2025/05/23/15:23:46.364421,13,1748006626,364039421,,1000,134,286,59,155,153,143,51,111,1000,69,0,999,999,999,999,999,579,747,263,80,0,0,0
2025/05/23/15:23:46.374516,14,1748006626,374093294,,1000,134,286,59,155,154,142,50,111,1000,68,0,999,999,999,999,999,578,747,263,80,0,0,0
2025/05/23/15:23:46.384569,15,1748006626,384115219,,1000,134,286,59,155,154,140,48,111,1000,67,0,999,999,999,999,999,578,747,263,80,0,0,0
2025/05/23/15:23:46.394765,16,1748006626,394268274,,1000,134,286,60,155,155,140,47,111,1000,66,0,999,999,999,999,999,578,747,263,80,0,0,0
2025/05/23/15:23:46.404511,17,1748006626,404121875,,1000,134,286,60,155,156,139,46,111,1000,65,0,999,999,999,999,999,578,747,263,80,0,0,0
2025/05/23/15:23:46.414427,18,1748006626,414106369,,1000,134,286,60,155,157,138,45,111,1000,64,0,999,999,999,999,999,578,746,263,80,0,0,0
2025/05/23/15:23:46.424316,19,1748006626,424043178,,1000,134,286,60,155,159,137,44,111,1000,63,0,999,999,999,999,999,578,747,263,80,0,0,0
2025/05/23/15:23:46.434518,20,1748006626,434125900,,1000,134,286,60,155,160,136,43,111,1000,62,0,999,999,999,999,999,578,747,263,80,0,0,0
2025/05/23/15:23:46.444684,21,1748006626,444099903,,1000,134,286,60,155,161,136,42,111,1000,62,0,999,999,999,999,999,577,747,263,79,0,0,0
2025/05/23/15:23:46.454399,22,1748006626,454084634,,1000,134,286,60,155,162,136,42,111,1000,61,0,999,999,999,999,999,577,748,263,79,0,0,0
2025/05/23/15:23:46.464398,23,1748006626,464047908,,1000,134,286,60,154,163,135,41,111,1000,60,0,999,999,999,999,999,577,748,265,79,0,0,0
2025/05/23/15:23:46.474411,24,1748006626,474111795,,1000,134,286,60,154,164,135,41,111,1000,59,0,999,999,999,999,999,576,748,265,79,0,0,0
2025/05/23/15:23:46.484425,25,1748006626,484108209,,1000,134,286,60,154,165,135,41,111,1000,59,0,999,999,999,999,999,576,747,265,79,0,0,0
2025/05/23/15:23:46.494557,26,1748006626,494110345,,1000,134,285,60,154,165,135,40,111,1000,58,0,999,999,999,999,999,576,747,265,78,0,0,0
2025/05/23/15:23:46.504395,27,1748006626,504092454,,1000,134,285,60,154,166,135,40,111,1000,58,0,999,999,999,999,999,576,748,263,78,0,0,0
2025/05/23/15:23:46.514561,28,1748006626,514106035,,1000,134,285,60,154,167,135,40,111,1000,57,0,999,999,999,999,999,575,748,263,78,0,0,0
2025/05/23/15:23:46.524530,29,1748006626,524115085,,1000,134,285,60,154,167,135,40,111,1000,57,0,999,999,999,999,999,575,748,263,77,0,0,0
2025/05/23/15:23:46.534611,30,1748006626,534104108,,1000,134,284,60,154,167,135,40,111,1000,56,0,999,999,999,999,999,575,748,263,77,0,0,0
2025/05/23/15:23:46.544720,31,1748006626,544137477,,1000,134,284,60,154,167,135,40,111,1000,56,0,999,999,999,999,999,575,748,263,77,0,0,0
2025/05/23/15:23:46.554443,32,1748006626,554083347,,1000,134,284,60,154,168,134,40,111,1000,55,0,999,999,999,999,999,574,747,261,77,0,0,0
2025/05/23/15:23:46.564471,33,1748006626,564127206,,1000,134,283,60,154,168,134,40,111,1000,54,0,999,999,999,999,999,574,747,263,76,0,0,0
2025/05/23/15:23:46.574341,34,1748006626,574056863,,1000,134,283,60,154,168,135,40,112,1000,53,0,999,999,999,999,999,574,748,263,76,0,0,0
2025/05/23/15:23:46.584497,35,1748006626,584099769,,1000,134,283,60,154,168,135,40,112,1000,53,0,999,999,999,999,999,573,748,261,76,0,0,0
2025/05/23/15:23:46.594417,36,1748006626,594073772,,1000,134,283,60,154,168,135,40,112,1000,52,0,999,999,999,999,999,573,747,261,76,0,0,0
2025/05/23/15:23:46.604567,37,1748006626,604038238,,1000,134,283,60,154,169,134,39,112,1000,52,0,999,999,999,999,999,573,748,261,75,0,0,0
2025/05/23/15:23:46.614485,38,1748006626,614125251,,1000,134,282,60,153,169,135,39,112,1000,51,0,999,999,999,999,999,573,748,261,75,0,0,0
2025/05/23/15:23:46.624475,39,1748006626,624095201,,1000,134,281,60,153,169,134,39,112,1000,50,0,999,999,999,999,999,573,747,261,75,0,0,0
2025/05/23/15:23:46.634737,40,1748006626,634201526,,1000,134,281,60,153,169,134,39,112,1000,50,0,999,999,999,999,999,573,747,261,75,0,0,0
2025/05/23/15:23:46.644623,41,1748006626,644169569,,1000,134,281,60,153,169,134,39,111,1000,49,0,999,999,999,999,999,572,747,259,74,0,0,0
2025/05/23/15:23:46.654552,42,1748006626,654133081,,1000,134,281,60,153,169,134,39,111,1000,49,0,999,999,999,999,999,572,747,259,75,0,0,0
2025/05/23/15:23:46.664610,43,1748006626,664148569,,1000,134,280,60,153,169,134,39,111,1000,48,0,999,999,999,999,999,572,747,259,75,0,0,0
2025/05/23/15:23:46.674387,44,1748006626,674061298,,1000,134,280,60,153,168,134,39,111,1000,47,0,999,999,999,999,999,571,746,259,75,0,0,0
2025/05/23/15:23:46.684536,45,1748006626,684114217,,1000,134,280,60,153,168,134,39,111,1000,47,0,999,999,999,999,999,571,747,259,75,0,0,0
2025/05/23/15:23:46.694531,46,1748006626,694126844,,1000,134,280,60,153,168,134,39,111,1000,46,0,999,999,999,999,999,571,747,259,76,0,0,0
2025/05/23/15:23:46.704491,47,1748006626,704154253,,1000,134,280,60,152,167,134,39,111,1000,45,0,999,999,999,999,999,571,748,259,76,0,0,0
2025/05/23/15:23:46.714358,48,1748006626,714076042,,1000,134,280,60,152,167,134,39,111,1000,45,0,999,999,999,999,999,571,747,259,76,0,0,0
