time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.thumb_2,.thumb_1,.index_2,.index_1,.middle_2,.middle_1,.ring_2,.ring_1,.little_2,.little_1,.palm_arch,.thumb_crossover,.press_thumb,.press_index,.press_middle,.press_ring,.press_little,.abd_thumb,.abd_index,.abd_ring,.abd_little,rigidity,object
2025/05/23/16:32:36.860648,1,1748010756,859998226,,1000,165,256,48,167,15,170,11,122,1000,35,0,944,999,999,999,999,625,603,327,11,1,0
2025/05/23/16:32:36.870285,2,1748010756,869851827,,1000,165,177,47,123,12,138,7,108,1000,0,0,928,999,999,999,999,641,619,265,0,1,0
2025/05/23/16:32:36.880443,3,1748010756,879881381,,1000,165,176,47,123,12,137,7,108,1000,0,0,927,999,999,999,999,641,619,265,0,1,0
2025/05/23/16:32:36.890398,4,1748010756,889923095,,1000,165,176,47,123,12,138,7,108,1000,0,0,926,999,999,999,999,641,619,263,0,1,0
2025/05/23/16:32:36.900317,5,1748010756,899894952,,1000,165,175,47,122,12,137,7,108,1000,0,0,923,999,999,999,999,641,619,263,0,1,0
2025/05/23/16:32:36.910213,6,1748010756,909844875,,1000,165,175,47,122,12,137,7,108,1000,0,0,920,999,999,999,999,641,619,261,0,1,0
2025/05/23/16:32:36.920214,7,1748010756,919818639,,1000,165,175,47,122,12,137,7,108,1000,0,0,918,999,999,999,999,641,619,261,0,1,0
2025/05/23/16:32:36.930141,8,1748010756,929747819,,1000,165,175,47,122,12,137,7,108,1000,0,0,918,999,999,999,999,640,619,261,0,1,0
2025/05/23/16:32:36.940265,9,1748010756,939787626,,1000,165,175,47,122,12,136,7,108,1000,0,0,918,999,999,999,999,640,618,261,0,1,0
2025/05/23/16:32:36.950326,10,1748010756,949931383,,1000,165,175,47,122,12,136,7,108,1000,0,0,918,999,999,999,999,640,618,261,0,1,0
2025/05/23/16:32:36.960244,11,1748010756,959845066,,1000,165,174,47,122,12,136,7,107,1000,0,0,918,999,999,999,999,640,618,259,0,1,0
2025/05/23/16:32:36.970225,12,1748010756,969767332,,1000,165,174,47,121,12,136,7,107,1000,0,0,918,999,999,999,999,640,618,259,0,1,0
2025/05/23/16:32:36.980227,13,1748010756,979775667,,1000,165,174,47,121,11,136,7,107,1000,0,0,918,999,999,999,999,640,618,259,0,1,0
2025/05/23/16:32:36.990268,14,1748010756,989835977,,1000,165,174,47,121,11,136,7,107,1000,0,0,916,999,999,999,999,640,618,259,0,1,0
2025/05/23/16:32:37.001142,15,1748010757,28848,,1000,165,174,47,121,11,136,7,107,1000,0,0,915,999,999,999,999,639,617,259,0,1,0
2025/05/23/16:32:37.010435,16,1748010757,10041236,,1000,165,173,47,121,11,135,7,107,1000,0,0,914,999,999,999,999,639,617,259,0,1,0
2025/05/23/16:32:37.020453,17,1748010757,19826173,,1000,165,173,47,120,11,135,7,107,1000,0,0,914,999,999,999,999,639,617,259,0,1,0
2025/05/23/16:32:37.030385,18,1748010757,29844045,,1000,165,173,47,120,11,135,7,107,1000,0,0,914,999,999,999,999,639,616,257,0,1,0
2025/05/23/16:32:37.040356,19,1748010757,39879798,,1000,165,172,47,120,11,135,7,107,1000,0,0,915,999,999,999,999,639,616,257,0,1,0
2025/05/23/16:32:37.050284,20,1748010757,49819469,,1000,165,172,47,120,11,135,7,107,1000,0,0,916,999,999,999,999,638,616,257,0,1,0
2025/05/23/16:32:37.060265,21,1748010757,59774160,,1000,165,172,47,119,11,135,7,107,1000,0,0,917,999,999,999,999,638,616,257,0,1,0
2025/05/23/16:32:37.070061,22,1748010757,69744586,,1000,165,172,47,119,11,135,7,107,1000,0,0,917,999,999,999,999,638,616,255,0,1,0
2025/05/23/16:32:37.080283,23,1748010757,79728603,,1000,165,171,47,119,11,135,7,107,1000,0,0,916,999,999,999,999,638,616,255,0,1,0
2025/05/23/16:32:37.090131,24,1748010757,89754581,,1000,165,171,47,119,11,135,7,107,1000,0,0,916,999,999,999,999,638,614,255,0,1,0
2025/05/23/16:32:37.100082,25,1748010757,99780321,,1000,165,171,47,119,11,134,7,107,1000,0,0,918,999,999,999,999,638,614,255,0,1,0
2025/05/23/16:32:37.109983,26,1748010757,109695911,,1000,165,171,47,119,11,134,7,107,1000,0,0,920,999,999,999,999,638,614,257,0,1,0
2025/05/23/16:32:37.120064,27,1748010757,119751214,,1000,165,171,47,119,11,134,7,107,1000,0,0,919,999,999,999,999,638,614,257,0,1,0
2025/05/23/16:32:37.130099,28,1748010757,129733085,,1000,165,171,47,119,11,134,7,107,1000,0,0,919,999,999,999,999,637,613,255,0,1,0
2025/05/23/16:32:37.140215,29,1748010757,139766454,,1000,165,170,47,118,11,134,7,107,1000,0,0,919,999,999,999,999,637,613,255,0,1,0
2025/05/23/16:32:37.150415,30,1748010757,149862766,,1000,165,170,47,118,11,133,7,107,1000,0,0,918,999,999,999,999,637,612,255,0,1,0
2025/05/23/16:32:37.160264,31,1748010757,159845113,,1000,165,170,47,118,11,133,7,107,1000,0,0,918,999,999,999,999,637,612,255,0,1,0
2025/05/23/16:32:37.170130,32,1748010757,169752359,,1000,165,170,47,118,11,133,7,107,1000,0,0,918,999,999,999,999,637,612,255,0,1,0
2025/05/23/16:32:37.180229,33,1748010757,179790496,,1000,165,170,47,118,11,133,7,107,1000,0,0,917,999,999,999,999,637,612,253,0,1,0
2025/05/23/16:32:37.190259,34,1748010757,189850807,,1000,165,170,47,118,11,133,7,107,1000,0,0,917,999,999,999,999,637,612,255,0,1,0
2025/05/23/16:32:37.200229,35,1748010757,199851512,,1000,165,170,47,118,11,133,7,107,1000,0,0,917,999,999,999,999,637,612,255,0,1,0
2025/05/23/16:32:37.210198,36,1748010757,209808826,,1000,165,169,47,118,11,133,7,106,1000,0,0,917,999,999,999,999,637,612,255,0,1,0
2025/05/23/16:32:37.220086,37,1748010757,219744920,,1000,165,169,47,117,11,133,7,106,1000,0,0,917,999,999,999,999,637,611,255,0,1,0
2025/05/23/16:32:37.230242,38,1748010757,229754924,,1000,165,169,47,117,11,133,7,106,1000,0,0,917,999,999,999,999,637,610,253,0,1,0
2025/05/23/16:32:37.240146,39,1748010757,239774942,,1000,165,169,47,117,11,133,7,106,1000,0,0,918,999,999,999,999,637,610,253,0,1,0
