time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.thumb_2,.thumb_1,.index_2,.index_1,.middle_2,.middle_1,.ring_2,.ring_1,.little_2,.little_1,.palm_arch,.thumb_crossover,.press_thumb,.press_index,.press_middle,.press_ring,.press_little,.abd_thumb,.abd_index,.abd_ring,.abd_little,rigidity,object,stiffness
2025/05/23/16:55:13.618064,1,1748012113,617451667,,1000,606,917,179,567,315,590,143,183,1000,160,75,891,999,999,999,999,113,314,0,0,0,0,0
2025/05/23/16:55:13.627716,2,1748012113,627330303,,1000,543,883,192,558,320,593,139,186,1000,90,50,894,999,999,999,999,150,273,0,0,0,0,0
2025/05/23/16:55:13.637905,3,1748012113,637350559,,1000,543,882,191,558,320,593,139,185,1000,90,50,893,999,999,999,999,150,273,0,0,0,0,0
2025/05/23/16:55:13.647769,4,1748012113,647416114,,1000,543,882,191,558,320,593,139,185,1000,90,50,893,999,999,999,999,150,273,0,0,0,0,0
2025/05/23/16:55:13.657742,5,1748012113,657357215,,1000,543,882,190,558,320,593,139,186,1000,89,49,894,999,999,999,999,149,271,0,0,0,0,0
2025/05/23/16:55:13.667688,6,1748012113,667335987,,1000,543,881,189,558,320,593,139,186,1000,89,49,895,999,999,999,999,149,271,0,0,0,0,0
2025/05/23/16:55:13.677500,7,1748012113,677205324,,1000,543,881,189,558,320,594,139,186,1000,89,49,895,999,999,999,999,148,270,0,0,0,0,0
2025/05/23/16:55:13.687763,8,1748012113,687306404,,1000,542,881,188,558,320,594,138,186,1000,88,49,895,999,999,999,999,148,271,0,0,0,0,0
2025/05/23/16:55:13.697780,9,1748012113,697317600,,1000,542,882,187,558,320,594,138,186,1000,88,48,895,999,999,999,999,147,269,0,0,0,0,0
2025/05/23/16:55:13.707870,10,1748012113,707355499,,1000,542,882,187,557,320,594,138,186,1000,87,48,894,999,999,999,999,147,269,0,0,0,0,0
2025/05/23/16:55:13.717605,11,1748012113,717292547,,1000,542,882,187,557,321,595,138,186,1000,87,48,893,999,999,999,999,147,269,0,0,0,0,0
2025/05/23/16:55:13.727592,12,1748012113,727199077,,1000,542,883,187,557,321,595,138,186,1000,87,48,892,999,999,999,999,146,269,0,0,0,0,0
2025/05/23/16:55:13.737654,13,1748012113,737246036,,1000,542,883,186,557,321,595,138,186,1000,86,48,892,999,999,999,999,146,270,0,0,0,0,0
2025/05/23/16:55:13.747612,14,1748012113,747271060,,1000,541,883,186,557,321,595,138,186,1000,86,48,892,999,999,999,999,146,270,0,0,0,0,0
2025/05/23/16:55:13.757750,15,1748012113,757241964,,1000,541,883,185,557,321,595,138,186,1000,86,48,891,999,999,999,999,146,270,0,0,0,0,0
2025/05/23/16:55:13.767546,16,1748012113,767253398,,1000,542,883,185,557,321,595,138,186,1000,85,48,890,999,999,999,999,146,270,0,0,0,0,0
2025/05/23/16:55:13.777820,17,1748012113,777361392,,1000,541,882,185,557,321,595,138,187,1000,85,48,888,999,999,999,999,145,270,0,0,0,0,0
2025/05/23/16:55:13.787752,18,1748012113,787287235,,1000,541,882,184,557,321,595,138,186,1000,85,48,887,999,999,999,999,145,270,0,0,0,0,0
2025/05/23/16:55:13.797684,19,1748012113,797284364,,1000,541,882,184,557,321,595,138,187,1000,85,47,887,999,999,999,999,145,271,0,0,0,0,0
