time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.thumb_2,.thumb_1,.index_2,.index_1,.middle_2,.middle_1,.ring_2,.ring_1,.little_2,.little_1,.palm_arch,.thumb_crossover,.press_thumb,.press_index,.press_middle,.press_ring,.press_little,.abd_thumb,.abd_index,.abd_ring,.abd_little,rigidity,object
2025/05/23/15:25:47.317018,1,1748006747,316405296,,1000,107,220,36,148,37,125,25,111,1000,27,0,999,999,999,999,999,692,762,284,0,1,0
2025/05/23/15:25:47.326520,2,1748006747,326164960,,1000,107,216,36,143,34,120,24,106,1000,19,0,999,999,999,999,999,685,756,270,0,1,0
2025/05/23/15:25:47.336508,3,1748006747,336167097,,1000,107,216,36,143,34,119,24,106,1000,19,0,999,999,999,999,999,685,756,270,0,1,0
2025/05/23/15:25:47.346732,4,1748006747,346250057,,1000,107,217,36,143,34,119,24,106,1000,19,0,999,999,999,999,999,685,756,269,0,1,0
2025/05/23/15:25:47.356640,5,1748006747,356253862,,1000,107,217,36,143,34,119,24,106,1000,19,0,999,999,999,999,999,685,756,270,0,1,0
2025/05/23/15:25:47.366822,6,1748006747,366315126,,1000,107,217,36,143,34,119,24,106,1000,19,0,999,999,999,999,999,685,756,270,0,1,0
2025/05/23/15:25:47.376795,7,1748006747,376343011,,1000,107,217,36,143,34,119,24,106,1000,19,0,999,999,999,999,999,685,757,270,0,1,0
2025/05/23/15:25:47.386780,8,1748006747,386323451,,1000,107,217,36,143,34,119,24,106,1000,19,0,999,999,999,999,999,685,757,270,0,1,0
2025/05/23/15:25:47.396691,9,1748006747,396252393,,1000,107,217,36,143,34,119,24,106,1000,19,0,999,999,999,999,999,685,756,270,0,1,0
2025/05/23/15:25:47.406805,10,1748006747,406282424,,1000,107,217,36,142,34,119,24,106,1000,19,0,999,999,999,999,999,685,756,270,0,1,0
2025/05/23/15:25:47.416619,11,1748006747,416250467,,1000,107,217,36,142,34,119,24,106,1000,19,0,999,999,999,999,999,685,756,269,0,1,0
2025/05/23/15:25:47.426496,12,1748006747,426163673,,1000,107,217,36,142,34,119,24,106,1000,19,0,999,999,999,999,999,685,756,270,0,1,0
2025/05/23/15:25:47.436643,13,1748006747,436175107,,1000,107,217,36,142,34,118,24,106,1000,19,0,999,999,999,999,999,685,756,269,0,1,0
2025/05/23/15:25:47.446714,14,1748006747,446311712,,1000,107,217,36,142,34,118,24,106,1000,18,0,999,999,999,999,999,685,756,269,0,1,0
2025/05/23/15:25:47.456598,15,1748006747,456305265,,1000,107,217,36,142,34,119,24,106,1000,18,0,999,999,999,999,999,685,756,269,0,1,0
2025/05/23/15:25:47.466795,16,1748006747,466254234,,1000,107,217,36,142,34,118,24,105,1000,18,0,999,999,999,999,999,684,756,270,0,1,0
2025/05/23/15:25:47.476516,17,1748006747,476119756,,1000,107,217,36,142,34,118,24,105,1000,18,0,999,999,999,999,999,685,756,270,0,1,0
2025/05/23/15:25:47.486478,18,1748006747,486245155,,1000,107,217,36,142,34,118,24,105,1000,18,0,999,999,999,999,999,685,756,270,0,1,0
2025/05/23/15:25:47.496560,19,1748006747,496187925,,1000,107,218,36,142,34,118,24,106,1000,18,0,999,999,999,999,999,684,756,270,0,1,0
2025/05/23/15:25:47.507141,20,1748006747,506480932,,1000,107,218,36,142,34,118,24,105,1000,18,0,999,999,999,999,999,684,755,270,0,1,0
2025/05/23/15:25:47.516424,21,1748006747,516120672,,1000,107,217,36,142,34,118,24,105,1000,18,0,999,999,999,999,999,684,755,270,0,1,0
2025/05/23/15:25:47.526541,22,1748006747,526109933,,1000,107,217,36,142,34,118,24,105,1000,18,0,999,999,999,999,999,684,755,269,0,1,0
2025/05/23/15:25:47.536536,23,1748006747,536201238,,1000,107,217,36,142,34,118,24,105,1000,18,0,999,999,999,999,999,684,755,269,0,1,0
2025/05/23/15:25:47.546433,24,1748006747,546108722,,1000,107,217,36,142,34,118,24,105,1000,18,0,999,999,999,999,999,684,755,269,0,1,0
2025/05/23/15:25:47.556505,25,1748006747,556157350,,1000,107,217,36,142,34,118,24,105,1000,18,0,999,999,999,999,999,684,755,269,0,1,0
2025/05/23/15:25:47.566686,26,1748006747,566161394,,1000,107,217,36,142,34,118,24,105,1000,18,0,999,999,999,999,999,684,755,269,0,1,0
2025/05/23/15:25:47.576484,27,1748006747,576138973,,1000,107,217,36,142,34,118,24,105,1000,18,0,999,999,999,999,999,684,755,270,0,1,0
2025/05/23/15:25:47.586539,28,1748006747,586133480,,1000,107,217,36,142,34,118,23,105,1000,18,0,999,999,999,999,999,684,755,269,0,1,0
2025/05/23/15:25:47.596492,29,1748006747,596190690,,1000,107,217,36,142,34,118,23,105,1000,18,0,999,999,999,999,999,684,755,269,0,1,0
2025/05/23/15:25:47.606526,30,1748006747,606135606,,1000,107,217,36,142,34,118,23,105,1000,18,0,999,999,999,999,999,684,755,269,0,1,0
2025/05/23/15:25:47.616462,31,1748006747,616165876,,1000,107,217,36,142,33,118,23,105,1000,18,0,999,999,999,999,999,684,754,269,0,1,0
2025/05/23/15:25:47.626555,32,1748006747,626102447,,1000,107,217,36,142,33,118,23,105,1000,18,0,999,999,999,999,999,684,754,269,0,1,0
2025/05/23/15:25:47.636779,33,1748006747,636342287,,1000,107,217,36,142,33,118,24,105,1000,18,0,999,999,999,999,999,684,755,267,0,1,0
2025/05/23/15:25:47.646721,34,1748006747,646209955,,1000,107,217,36,142,33,118,23,105,1000,18,0,999,999,999,999,999,684,755,269,0,1,0
2025/05/23/15:25:47.656754,35,1748006747,656250000,,1000,107,217,36,141,33,117,23,105,1000,18,0,999,999,999,999,999,684,755,269,0,1,0
2025/05/23/15:25:47.666719,36,1748006747,666275262,,1000,107,217,36,141,33,118,23,105,1000,17,0,999,999,999,999,999,684,755,269,0,1,0
2025/05/23/15:25:47.676692,37,1748006747,676233768,,1000,107,217,36,141,33,117,23,105,1000,17,0,999,999,999,999,999,684,755,269,0,1,0
2025/05/23/15:25:47.687202,38,1748006747,686267375,,1000,107,217,36,141,33,117,23,105,1000,17,0,999,999,999,999,999,684,755,269,0,1,0
2025/05/23/15:25:47.696694,39,1748006747,696293830,,1000,107,217,36,141,33,117,24,105,1000,17,0,999,999,999,999,999,684,755,269,0,1,0
2025/05/23/15:25:47.706792,40,1748006747,706293821,,1000,107,217,36,141,33,117,23,105,1000,18,0,999,999,999,999,999,684,755,269,0,1,0
2025/05/23/15:25:47.716636,41,1748006747,716197729,,1000,107,216,36,141,33,117,23,104,1000,17,0,999,999,999,999,999,684,754,267,0,1,0
2025/05/23/15:25:47.726346,42,1748006747,726085424,,1000,107,216,36,141,33,117,23,104,1000,17,0,999,999,999,999,999,683,754,269,0,1,0
2025/05/23/15:25:47.736436,43,1748006747,736096620,,1000,107,217,36,141,33,117,23,105,1000,17,0,999,999,999,999,999,683,754,269,0,1,0
2025/05/23/15:25:47.746438,44,1748006747,746127843,,1000,107,217,36,141,33,117,23,105,1000,17,0,999,999,999,999,999,683,754,269,0,1,0
2025/05/23/15:25:47.756361,45,1748006747,756089448,,1000,107,217,36,141,33,117,23,104,1000,17,0,999,999,999,999,999,683,754,269,0,1,0
2025/05/23/15:25:47.766482,46,1748006747,766110420,,1000,107,217,36,141,33,117,23,104,1000,17,0,999,999,999,999,999,684,754,267,0,1,0
2025/05/23/15:25:47.776588,47,1748006747,776115179,,1000,107,217,36,141,33,117,23,104,1000,17,0,999,999,999,999,999,684,754,267,0,1,0
2025/05/23/15:25:47.786457,48,1748006747,786142826,,1000,107,217,36,141,33,117,23,104,1000,17,0,999,999,999,999,999,684,752,267,0,1,0
2025/05/23/15:25:47.796503,49,1748006747,796149969,,1000,107,217,36,141,33,117,23,104,1000,17,0,999,999,999,999,999,683,752,267,0,1,0
2025/05/23/15:25:47.806456,50,1748006747,806148767,,1000,107,217,36,141,33,117,23,104,1000,17,0,999,999,999,999,999,683,752,267,0,1,0
2025/05/23/15:25:47.816498,51,1748006747,816104173,,1000,107,216,36,141,33,117,23,104,1000,17,0,999,999,999,999,999,683,752,267,0,1,0
2025/05/23/15:25:47.826517,52,1748006747,826119661,,1000,107,216,36,140,33,117,23,104,1000,17,0,999,999,999,999,999,683,754,269,0,1,0
2025/05/23/15:25:47.836466,53,1748006747,836140871,,1000,107,216,36,140,33,116,23,104,1000,17,0,999,999,999,999,999,683,754,269,0,1,0
2025/05/23/15:25:47.846573,54,1748006747,846164464,,1000,107,216,36,140,33,116,23,104,1000,17,0,999,999,999,999,999,683,754,267,0,1,0
2025/05/23/15:25:47.876709,55,1748006747,876126766,,1000,107,216,36,140,33,116,23,104,1000,17,0,999,999,999,999,999,683,754,267,0,1,0
2025/05/23/15:25:47.886510,56,1748006747,886151075,,1000,107,216,36,140,33,116,23,104,1000,17,0,999,999,999,999,999,683,752,267,0,1,0
2025/05/23/15:25:47.896708,57,1748006747,896208286,,1000,107,216,36,140,33,116,23,104,1000,17,0,999,999,999,999,999,683,752,267,0,1,0
2025/05/23/15:25:47.906761,58,1748006747,906237363,,1000,107,216,36,140,33,116,23,104,1000,17,0,999,999,999,999,999,683,754,267,0,1,0
2025/05/23/15:25:47.916584,59,1748006747,916254043,,1000,107,216,36,140,33,116,23,104,1000,17,0,999,999,999,999,999,683,752,267,0,1,0
2025/05/23/15:25:48.036456,60,1748006748,36135435,,1000,107,226,35,143,33,119,23,115,1000,10,0,999,999,999,999,999,651,768,286,23,1,0
2025/05/23/15:25:48.046913,61,1748006748,46356916,,1000,108,227,35,144,33,120,24,116,1000,11,0,999,999,999,999,999,650,766,284,24,1,0
2025/05/23/15:25:48.056592,62,1748006748,56121110,,1000,108,228,35,144,33,121,26,118,1000,11,0,999,999,999,999,999,649,765,284,28,1,0
2025/05/23/15:25:48.066400,63,1748006748,66104412,,1000,108,230,35,144,32,124,28,120,1000,13,0,999,999,999,999,999,647,765,284,36,1,0
2025/05/23/15:25:48.076366,64,1748006748,76077461,,1000,108,236,35,145,32,128,32,122,1000,17,0,999,999,999,999,999,643,763,286,49,1,0
2025/05/23/15:25:48.086441,65,1748006748,86083889,,1000,108,241,35,145,32,129,32,123,1000,18,0,999,999,999,999,999,640,762,286,55,1,0
2025/05/23/15:25:48.096610,66,1748006748,96163511,,1000,108,246,35,145,31,129,32,123,1000,20,0,999,999,999,999,999,637,761,288,61,1,0
2025/05/23/15:25:48.106364,67,1748006748,106113195,,1000,108,255,35,145,31,129,32,123,1000,22,0,999,999,999,999,999,634,759,290,69,1,0
2025/05/23/15:25:48.116431,68,1748006748,116101026,,1000,108,262,35,145,31,130,32,124,1000,24,0,999,999,999,999,999,631,758,290,75,1,0
2025/05/23/15:25:48.126472,69,1748006748,126132249,,1000,108,269,35,146,31,130,31,124,1000,26,0,999,999,999,999,999,628,757,292,80,1,0
