time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.thumb_2,.thumb_1,.index_2,.index_1,.middle_2,.middle_1,.ring_2,.ring_1,.little_2,.little_1,.palm_arch,.thumb_crossover,.press_thumb,.press_index,.press_middle,.press_ring,.press_little,.abd_thumb,.abd_index,.abd_ring,.abd_little,rigidity,object
2025/05/23/15:24:48.607196,1,1748006688,606378316,,1000,149,191,64,133,114,94,72,96,1000,123,0,982,999,999,999,999,724,719,311,71,0,0
2025/05/23/15:24:48.616601,2,1748006688,616085529,,1000,147,175,62,125,110,87,65,88,1000,92,0,999,999,999,999,999,719,731,298,61,0,0
2025/05/23/15:24:48.626424,3,1748006688,626020908,,1000,147,175,63,125,110,87,65,88,1000,92,0,999,999,999,999,999,719,731,298,62,0,0
2025/05/23/15:24:48.636465,4,1748006688,636044025,,1000,147,175,63,125,110,87,65,88,1000,91,0,999,999,999,999,999,719,732,298,63,0,0
2025/05/23/15:24:48.646824,5,1748006688,646296501,,1000,147,175,63,125,110,87,65,88,1000,91,0,999,999,999,999,999,718,731,300,63,0,0
2025/05/23/15:24:48.656478,6,1748006688,656107187,,1000,147,175,63,125,110,87,65,88,1000,91,0,999,999,999,999,999,718,731,300,63,0,0
2025/05/23/15:24:48.666758,7,1748006688,666282415,,1000,147,175,63,125,110,87,65,88,1000,90,0,999,999,999,999,999,718,731,302,63,0,0
2025/05/23/15:24:48.676418,8,1748006688,676025152,,1000,147,175,63,125,110,87,65,88,1000,90,0,999,999,999,999,999,718,731,304,64,0,0
2025/05/23/15:24:48.686496,9,1748006688,686026334,,1000,147,175,63,125,111,87,65,88,1000,89,0,999,999,999,999,999,717,731,307,64,0,0
2025/05/23/15:24:48.696744,10,1748006688,696220636,,1000,147,175,63,125,111,87,65,88,1000,88,0,999,999,999,999,999,717,731,307,64,0,0
2025/05/23/15:24:48.706401,11,1748006688,706054210,,1000,147,175,63,125,111,87,65,88,1000,88,0,999,999,999,999,999,717,731,307,63,0,0
2025/05/23/15:24:48.716426,12,1748006688,716004133,,1000,147,175,63,125,111,87,65,88,1000,87,0,995,999,999,999,999,716,731,309,63,0,0
2025/05/23/15:24:48.726274,13,1748006688,725977182,,1000,147,175,63,124,111,87,65,88,1000,86,0,990,999,999,999,999,716,731,311,63,0,0
2025/05/23/15:24:48.736471,14,1748006688,736009359,,1000,147,175,63,124,111,87,65,88,1000,85,0,988,999,999,999,999,715,731,311,62,0,0
2025/05/23/15:24:48.746534,15,1748006688,746113777,,1000,147,175,63,124,111,87,65,88,1000,84,0,983,999,999,999,999,714,731,311,62,0,0
2025/05/23/15:24:48.756452,16,1748006688,755996942,,1000,147,175,63,124,111,87,65,88,1000,84,0,983,999,999,999,999,714,731,311,62,0,0
2025/05/23/15:24:48.766454,17,1748006688,766032695,,1000,146,175,63,124,111,87,64,88,1000,82,0,982,999,999,999,999,713,732,313,62,0,0
2025/05/23/15:24:48.776400,18,1748006688,776020050,,1000,146,175,63,124,111,87,64,88,1000,82,0,981,999,999,999,999,711,732,311,62,0,0
2025/05/23/15:24:48.786334,19,1748006688,786059856,,1000,146,175,63,124,111,87,64,88,1000,82,0,981,999,999,999,999,711,732,311,62,0,0
2025/05/23/15:24:48.796814,20,1748006688,796275615,,1000,146,175,63,124,111,87,64,88,1000,80,0,977,999,999,999,999,710,732,311,61,0,0
2025/05/23/15:24:48.806310,21,1748006688,806052684,,1000,146,175,63,124,111,87,64,88,1000,79,0,976,999,999,999,999,709,733,311,61,0,0
2025/05/23/15:24:48.816465,22,1748006688,816050767,,1000,146,175,63,124,111,87,64,88,1000,78,0,976,999,999,999,999,708,733,311,61,0,0
2025/05/23/15:24:48.826316,23,1748006688,826000452,,1000,146,175,63,124,111,87,64,88,1000,78,0,975,999,999,999,999,708,734,309,61,0,0
2025/05/23/15:24:48.836411,24,1748006688,835995197,,1000,146,175,63,124,111,87,64,88,1000,76,0,978,999,999,999,999,706,735,309,60,0,0
2025/05/23/15:24:48.846328,25,1748006688,846031188,,1000,146,175,63,124,111,87,64,88,1000,75,0,982,999,999,999,999,706,737,309,60,0,0
2025/05/23/15:24:48.856407,26,1748006688,856075048,,1000,146,175,63,124,111,87,64,88,1000,74,0,985,999,999,999,999,705,740,309,60,0,0
2025/05/23/15:24:48.866384,27,1748006688,866055250,,1000,146,175,64,124,111,87,64,88,1000,74,0,989,999,999,999,999,705,742,309,60,0,0
2025/05/23/15:24:48.876309,28,1748006688,875986337,,1000,145,175,64,124,112,87,64,88,1000,73,0,994,999,999,999,999,704,744,309,60,0,0
2025/05/23/15:24:48.886302,29,1748006688,886026144,,1000,145,175,64,124,112,87,64,88,1000,73,0,996,999,999,999,999,704,745,309,59,0,0
2025/05/23/15:24:48.896398,30,1748006688,896007776,,1000,145,175,64,124,112,87,64,88,1000,72,0,996,999,999,999,999,703,746,309,58,0,0
2025/05/23/15:24:48.906318,31,1748006688,906022071,,1000,145,176,64,123,112,87,64,88,1000,71,0,997,999,999,999,999,703,747,309,58,0,0
2025/05/23/15:24:48.916286,32,1748006688,916000843,,1000,145,176,64,123,112,87,64,88,1000,70,0,998,999,999,999,999,703,749,307,58,0,0
2025/05/23/15:24:48.926302,33,1748006688,925997972,,1000,145,176,64,123,112,87,64,88,1000,70,0,998,999,999,999,999,703,750,307,57,0,0
2025/05/23/15:24:48.936491,34,1748006688,936114788,,1000,145,176,64,123,112,87,63,88,1000,69,0,999,999,999,999,999,702,751,307,57,0,0
2025/05/23/15:24:48.946593,35,1748006688,946066856,,1000,145,176,64,123,113,87,63,88,1000,68,0,998,999,999,999,999,701,752,307,56,0,0
2025/05/23/15:24:48.956473,36,1748006688,956058979,,1000,145,176,64,123,113,87,63,88,1000,68,0,998,999,999,999,999,701,751,307,56,0,0
2025/05/23/15:24:48.966336,37,1748006688,966021537,,1000,145,176,64,123,113,87,63,88,1000,67,0,998,999,999,999,999,701,752,307,55,0,0
2025/05/23/15:24:48.976425,38,1748006688,976020574,,1000,145,176,64,123,113,87,63,88,1000,66,0,998,999,999,999,999,700,752,307,55,0,0
2025/05/23/15:24:48.986500,39,1748006688,986084699,,1000,145,176,64,123,113,87,63,88,1000,65,0,998,999,999,999,999,700,752,306,55,0,0
