time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.thumb_2,.thumb_1,.index_2,.index_1,.middle_2,.middle_1,.ring_2,.ring_1,.little_2,.little_1,.palm_arch,.thumb_crossover,.press_thumb,.press_index,.press_middle,.press_ring,.press_little,.abd_thumb,.abd_index,.abd_ring,.abd_little,rigidity,object,stiffness
2025/05/23/16:34:54.749045,1,1748010894,748409748,,1000,177,309,64,183,75,162,37,123,1000,24,0,913,999,999,999,999,569,597,153,75,0,1,0
2025/05/23/16:34:54.759000,2,1748010894,758465051,,1000,177,309,64,183,75,162,37,123,1000,23,0,915,999,999,999,999,569,597,152,75,0,1,0
2025/05/23/16:34:54.769128,3,1748010894,768487453,,1000,176,306,63,179,74,156,35,119,1000,18,0,910,999,999,999,999,561,593,153,70,0,1,0
2025/05/23/16:34:54.778645,4,1748010894,778248310,,1000,176,306,63,179,74,156,35,119,1000,18,0,910,999,999,999,999,561,593,153,70,0,1,0
2025/05/23/16:34:54.788822,5,1748010894,788306236,,1000,176,306,63,179,74,156,35,119,1000,18,0,910,999,999,999,999,561,593,153,70,0,1,0
2025/05/23/16:34:54.798706,6,1748010894,798332452,,1000,176,307,63,180,74,156,35,118,1000,18,0,909,999,999,999,999,561,593,153,70,0,1,0
2025/05/23/16:34:54.809086,7,1748010894,808504343,,1000,176,306,63,180,74,156,35,118,1000,18,0,911,999,999,999,999,561,593,153,70,0,1,0
2025/05/23/16:34:54.819630,8,1748010894,819120407,,1000,176,306,63,180,74,156,35,118,1000,18,0,912,999,999,999,999,561,593,153,70,0,1,0
2025/05/23/16:34:54.836545,9,1748010894,831120967,,1000,176,306,63,180,74,156,35,118,1000,18,0,912,999,999,999,999,561,592,152,70,0,1,0
2025/05/23/16:34:54.838646,10,1748010894,838268041,,1000,176,306,63,180,74,156,35,118,1000,19,0,912,999,999,999,999,561,592,152,70,0,1,0
2025/05/23/16:34:54.849104,11,1748010894,848302841,,1000,176,306,63,179,74,156,35,118,1000,19,0,912,999,999,999,999,561,593,153,70,0,1,0
2025/05/23/16:34:54.858846,12,1748010894,858352184,,1000,176,306,63,179,74,156,35,118,1000,19,0,912,999,999,999,999,560,592,152,70,0,1,0
2025/05/23/16:34:54.868879,13,1748010894,868305921,,1000,176,306,63,179,74,156,35,118,1000,18,0,913,999,999,999,999,560,592,152,70,0,1,0
2025/05/23/16:34:54.878831,14,1748010894,878276109,,1000,176,306,63,179,74,156,35,118,1000,18,0,912,999,999,999,999,560,592,152,70,0,1,0
2025/05/23/16:34:54.888782,15,1748010894,888252019,,1000,176,306,63,180,74,156,35,118,1000,19,0,912,999,999,999,999,560,592,152,70,0,1,0
2025/05/23/16:34:54.898808,16,1748010894,898369789,,1000,176,306,63,180,74,156,35,118,1000,19,0,911,999,999,999,999,560,593,152,69,0,1,0
2025/05/23/16:34:54.908782,17,1748010894,908306598,,1000,176,306,63,179,74,156,35,118,1000,19,0,910,999,999,999,999,560,593,153,69,0,1,0
2025/05/23/16:34:54.918904,18,1748010894,918260574,,1000,176,306,63,179,74,156,35,118,1000,19,0,910,999,999,999,999,560,592,153,69,0,1,0
2025/05/23/16:34:54.928769,19,1748010894,928316593,,1000,176,306,63,179,74,156,35,118,1000,19,0,910,999,999,999,999,560,592,153,70,0,1,0
2025/05/23/16:34:54.938676,20,1748010894,938252449,,1000,176,306,63,179,74,155,35,118,1000,19,0,910,999,999,999,999,560,592,153,69,0,1,0
2025/05/23/16:34:54.948452,21,1748010894,948164939,,1000,176,306,63,179,74,155,35,118,1000,19,0,910,999,999,999,999,560,592,155,69,0,1,0
2025/05/23/16:34:54.958717,22,1748010894,958246946,,1000,176,306,63,179,74,155,35,118,1000,19,0,910,999,999,999,999,560,592,155,69,0,1,0
2025/05/23/16:34:54.969224,23,1748010894,968598604,,1000,176,306,63,179,74,155,35,118,1000,19,0,910,999,999,999,999,560,592,155,69,0,1,0
2025/05/23/16:34:54.978786,24,1748010894,978269100,,1000,176,306,63,179,74,155,35,118,1000,19,0,910,999,999,999,999,560,592,155,69,0,1,0
2025/05/23/16:34:54.988626,25,1748010894,988203525,,1000,176,306,63,179,74,155,35,118,1000,19,0,910,999,999,999,999,560,592,155,69,0,1,0
