time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.thumb_2,.thumb_1,.index_2,.index_1,.middle_2,.middle_1,.ring_2,.ring_1,.little_2,.little_1,.palm_arch,.thumb_crossover,.press_thumb,.press_index,.press_middle,.press_ring,.press_little,.abd_thumb,.abd_index,.abd_ring,.abd_little,rigidity,object,stiffness
2025/05/23/16:01:49.760150,1,1748008909,759415388,,1000,440,624,146,371,288,524,84,242,1000,14,33,935,999,999,999,999,475,443,72,0,1,0,1
2025/05/23/16:01:49.769841,2,1748008909,769314289,,1000,440,624,146,371,288,524,84,242,1000,14,33,935,999,999,999,999,475,443,72,0,1,0,1
2025/05/23/16:01:49.779536,3,1748008909,779238700,,1000,440,624,146,371,288,524,84,242,1000,14,33,935,999,999,999,999,475,443,72,0,1,0,1
2025/05/23/16:01:49.789680,4,1748008909,789334297,,1000,440,624,146,371,288,524,84,242,1000,14,33,935,999,999,999,999,475,443,72,0,1,0,1
2025/05/23/16:01:49.799787,5,1748008909,799368143,,1000,440,624,146,371,288,524,84,242,1000,14,33,935,999,999,999,999,475,443,72,0,1,0,1
2025/05/23/16:01:49.809609,6,1748008909,809241533,,1000,440,624,146,371,288,524,84,242,1000,14,33,935,999,999,999,999,475,443,72,0,1,0,1
2025/05/23/16:01:49.819508,7,1748008909,819210529,,1000,440,624,146,371,288,524,84,242,1000,14,33,935,999,999,999,999,475,443,72,0,1,0,1
2025/05/23/16:01:49.829502,8,1748008909,829167842,,1000,440,624,146,371,288,524,84,242,1000,14,33,935,999,999,999,999,475,443,72,0,1,0,1
2025/05/23/16:01:49.839682,9,1748008909,839283466,,1000,440,624,146,371,288,524,84,242,1000,14,33,935,999,999,999,999,475,443,72,0,1,0,1
2025/05/23/16:01:49.849746,10,1748008909,849337816,,1000,440,624,146,371,288,524,84,242,1000,14,33,935,999,999,999,999,475,443,72,0,1,0,1
2025/05/23/16:01:49.859613,11,1748008909,859263181,,1000,440,624,146,371,288,524,84,242,1000,14,33,935,999,999,999,999,475,443,72,0,1,0,1
2025/05/23/16:01:49.869659,12,1748008909,869205474,,1000,440,624,146,371,288,524,84,242,1000,14,33,935,999,999,999,999,475,443,72,0,1,0,1
2025/05/23/16:01:49.879625,13,1748008909,879219055,,1000,440,624,146,371,288,524,84,242,1000,14,33,935,999,999,999,999,475,443,72,0,1,0,1
2025/05/23/16:01:49.889504,14,1748008909,889198780,,1000,440,624,146,371,288,524,84,242,1000,14,33,935,999,999,999,999,475,443,72,0,1,0,1
2025/05/23/16:01:49.899812,15,1748008909,899310111,,1000,440,624,146,371,288,524,84,242,1000,14,33,935,999,999,999,999,475,443,72,0,1,0,1
2025/05/23/16:01:49.909519,16,1748008909,909137248,,1000,440,624,146,371,288,524,84,242,1000,14,33,935,999,999,999,999,475,443,72,0,1,0,1
2025/05/23/16:01:49.919683,17,1748008909,919278144,,1000,440,624,146,371,288,524,84,242,1000,14,33,935,999,999,999,999,475,443,72,0,1,0,1
2025/05/23/16:01:49.929771,18,1748008909,929200410,,1000,440,624,146,371,288,524,84,242,1000,14,33,935,999,999,999,999,475,443,72,0,1,0,1
2025/05/23/16:01:49.939531,19,1748008909,939185857,,1000,440,624,146,371,288,524,84,242,1000,14,33,935,999,999,999,999,475,443,72,0,1,0,1
2025/05/23/16:01:49.949461,20,1748008909,949163913,,1000,440,624,146,371,288,524,84,242,1000,14,33,935,999,999,999,999,475,443,72,0,1,0,1
2025/05/23/16:01:49.959440,21,1748008909,959127187,,1000,440,624,146,371,288,524,84,242,1000,14,33,935,999,999,999,999,475,443,72,0,1,0,1
2025/05/23/16:01:49.969393,22,1748008909,969113826,,1000,440,624,146,371,288,524,84,242,1000,14,33,935,999,999,999,999,475,443,72,0,1,0,1
2025/05/23/16:01:49.979731,23,1748008909,979251384,,1000,440,624,146,371,288,524,84,242,1000,14,33,935,999,999,999,999,475,443,72,0,1,0,1
2025/05/23/16:01:49.989504,24,1748008909,989171743,,1000,440,624,146,371,288,524,84,242,1000,14,33,935,999,999,999,999,475,443,72,0,1,0,1
2025/05/23/16:01:49.999501,25,1748008909,999160051,,1000,440,624,146,371,288,524,84,242,1000,14,33,935,999,999,999,999,475,443,72,0,1,0,1
2025/05/23/16:01:50.009613,26,1748008910,9169578,,1000,440,624,146,371,288,524,84,242,1000,14,33,935,999,999,999,999,475,443,72,0,1,0,1
2025/05/23/16:01:50.019446,27,1748008910,19159793,,1000,440,624,146,371,288,524,84,242,1000,14,33,935,999,999,999,999,475,443,72,0,1,0,1
2025/05/23/16:01:50.029655,28,1748008910,29191970,,1000,440,624,146,371,288,524,84,242,1000,14,33,935,999,999,999,999,475,443,72,0,1,0,1
2025/05/23/16:01:50.039428,29,1748008910,39149284,,1000,440,624,146,371,288,524,84,242,1000,14,33,935,999,999,999,999,475,443,72,0,1,0,1
2025/05/23/16:01:50.049566,30,1748008910,49154043,,1000,440,624,146,371,288,524,84,242,1000,14,33,935,999,999,999,999,475,443,72,0,1,0,1
2025/05/23/16:01:50.059572,31,1748008910,59216022,,1000,440,624,146,371,288,524,84,242,1000,14,33,935,999,999,999,999,475,443,72,0,1,0,1
2025/05/23/16:01:50.069591,32,1748008910,69161891,,1000,440,624,146,371,288,524,84,242,1000,14,33,935,999,999,999,999,475,443,72,0,1,0,1
2025/05/23/16:01:50.079693,33,1748008910,79241514,,1000,440,624,146,371,288,524,84,242,1000,14,33,935,999,999,999,999,475,443,72,0,1,0,1
2025/05/23/16:01:50.089447,34,1748008910,89145898,,1000,440,624,146,371,288,524,84,242,1000,14,33,935,999,999,999,999,475,443,72,0,1,0,1
2025/05/23/16:01:50.099525,35,1748008910,99173307,,1000,440,624,146,371,288,524,84,242,1000,14,33,935,999,999,999,999,475,443,72,0,1,0,1
2025/05/23/16:01:50.109563,36,1748008910,109149694,,1000,440,624,146,371,288,524,84,242,1000,14,33,935,999,999,999,999,475,443,72,0,1,0,1
2025/05/23/16:01:50.119516,37,1748008910,119134187,,1000,440,624,146,371,288,524,84,242,1000,14,33,935,999,999,999,999,475,443,72,0,1,0,1
2025/05/23/16:01:50.129395,38,1748008910,129121303,,1000,440,624,146,371,288,524,84,242,1000,14,33,935,999,999,999,999,475,443,72,0,1,0,1
2025/05/23/16:01:50.139493,39,1748008910,139131307,,1000,440,624,146,371,288,524,84,242,1000,14,33,935,999,999,999,999,475,443,72,0,1,0,1
2025/05/23/16:01:50.149662,40,1748008910,149158000,,1000,440,624,146,371,288,524,84,242,1000,14,33,935,999,999,999,999,475,443,72,0,1,0,1
2025/05/23/16:01:50.159495,41,1748008910,159175634,,1000,440,624,146,371,288,524,84,242,1000,14,33,935,999,999,999,999,475,443,72,0,1,0,1
2025/05/23/16:01:50.169628,42,1748008910,169221639,,1000,440,624,146,371,288,524,84,242,1000,14,33,935,999,999,999,999,475,443,72,0,1,0,1
2025/05/23/16:01:50.179797,43,1748008910,179319858,,1000,440,624,146,371,288,524,84,242,1000,14,33,935,999,999,999,999,475,443,72,0,1,0,1
2025/05/23/16:01:50.189534,44,1748008910,189131498,,1000,440,624,146,371,288,524,84,242,1000,14,33,935,999,999,999,999,475,443,72,0,1,0,1
2025/05/23/16:01:50.199573,45,1748008910,199166297,,1000,440,624,146,371,288,524,84,242,1000,14,33,935,999,999,999,999,475,443,72,0,1,0,1
2025/05/23/16:01:50.209482,46,1748008910,209175348,,1000,440,624,146,371,288,524,84,242,1000,14,33,935,999,999,999,999,475,443,72,0,1,0,1
