time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.thumb_2,.thumb_1,.index_2,.index_1,.middle_2,.middle_1,.ring_2,.ring_1,.little_2,.little_1,.palm_arch,.thumb_crossover,.press_thumb,.press_index,.press_middle,.press_ring,.press_little,.abd_thumb,.abd_index,.abd_ring,.abd_little,rigidity,object
2025/05/23/15:20:46.973670,1,1748006446,973014593,,1000,132,127,44,59,43,30,11,71,1000,5,0,999,999,999,999,999,591,762,321,49,1,1
2025/05/23/15:20:46.983364,2,1748006446,982962131,,1000,132,126,44,59,43,30,11,71,1000,5,0,999,999,999,999,999,591,762,321,49,1,1
2025/05/23/15:20:46.993376,3,1748006446,992983579,,1000,132,126,44,59,43,30,11,71,1000,5,0,999,999,999,999,999,591,762,323,49,1,1
2025/05/23/15:20:47.003251,4,1748006447,2813100,,1000,132,126,44,59,44,30,11,71,1000,5,0,999,999,999,999,999,591,762,323,49,1,1
2025/05/23/15:20:47.013521,5,1748006447,12962341,,1000,132,126,43,58,44,30,11,71,1000,5,0,999,999,999,999,999,591,762,323,49,1,1
2025/05/23/15:20:47.023598,6,1748006447,23055315,,1000,131,126,44,58,44,30,11,71,1000,5,0,999,999,999,999,999,591,762,323,49,1,1
2025/05/23/15:20:47.033287,7,1748006447,32888412,,1000,131,126,44,58,44,30,11,71,1000,5,0,999,999,999,999,999,591,762,323,49,1,1
2025/05/23/15:20:47.043359,8,1748006447,42819738,,1000,131,126,44,58,44,30,11,71,1000,5,0,999,999,999,999,999,591,761,323,50,1,1
2025/05/23/15:20:47.053425,9,1748006447,52954196,,1000,132,126,44,58,44,30,11,71,1000,4,0,999,999,999,999,999,591,761,323,50,1,1
2025/05/23/15:20:47.063302,10,1748006447,62935590,,1000,132,126,44,58,44,30,11,71,1000,4,0,999,999,999,999,999,591,761,323,50,1,1
2025/05/23/15:20:47.073181,11,1748006447,72826623,,1000,132,126,44,58,44,30,11,71,1000,4,0,999,999,999,999,999,591,762,323,50,1,1
2025/05/23/15:20:47.083172,12,1748006447,82757711,,1000,132,125,44,58,45,30,11,71,1000,4,0,999,999,999,999,999,591,761,323,50,1,1
2025/05/23/15:20:47.093234,13,1748006447,92850685,,1000,132,125,44,58,45,30,11,71,1000,4,0,999,999,999,999,999,591,761,323,50,1,1
2025/05/23/15:20:47.103087,14,1748006447,102721214,,1000,132,125,44,58,45,30,11,71,1000,4,0,999,999,999,999,999,590,761,323,51,1,1
2025/05/23/15:20:47.113050,15,1748006447,112726211,,1000,132,125,44,58,45,30,11,71,1000,3,0,999,999,999,999,999,590,761,323,51,1,1
2025/05/23/15:20:47.123103,16,1748006447,122766494,,1000,132,125,44,58,45,30,11,71,1000,3,0,999,999,999,999,999,591,761,323,52,1,1
2025/05/23/15:20:47.133060,17,1748006447,132743597,,1000,132,125,44,58,45,30,11,71,1000,3,0,999,999,999,999,999,590,761,325,52,1,1
2025/05/23/15:20:47.143039,18,1748006447,142708539,,1000,132,125,44,58,45,30,11,71,1000,3,0,999,999,999,999,999,590,760,325,53,1,1
