time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.thumb_2,.thumb_1,.index_2,.index_1,.middle_2,.middle_1,.ring_2,.ring_1,.little_2,.little_1,.palm_arch,.thumb_crossover,.press_thumb,.press_index,.press_middle,.press_ring,.press_little,.abd_thumb,.abd_index,.abd_ring,.abd_little,rigidity,object
2025/05/23/16:31:04.718356,1,1748010664,718023777,,1000,157,232,46,160,28,135,7,80,1000,9,0,777,999,999,999,999,587,616,194,22,1,1
2025/05/23/16:31:04.728245,2,1748010664,727893829,,1000,156,237,46,155,28,127,5,76,1000,5,0,790,999,999,999,999,576,610,200,17,1,1
2025/05/23/16:31:04.738276,3,1748010664,737953901,,1000,156,237,46,155,28,127,5,76,1000,5,0,791,999,999,999,999,576,610,200,17,1,1
2025/05/23/16:31:04.748194,4,1748010664,747798442,,1000,156,238,45,155,28,127,5,75,1000,5,0,791,999,999,999,999,576,609,200,16,1,1
2025/05/23/16:31:04.758298,5,1748010664,757889747,,1000,156,238,45,155,28,127,5,75,1000,5,0,790,999,999,999,999,576,609,200,16,1,1
2025/05/23/16:31:04.768213,6,1748010664,767872095,,1000,156,238,45,155,28,127,5,75,1000,5,0,791,999,999,999,999,576,609,200,16,1,1
2025/05/23/16:31:04.778217,7,1748010664,777871131,,1000,156,238,45,155,28,127,5,75,1000,4,0,791,999,999,999,999,576,609,200,16,1,1
2025/05/23/16:31:04.788139,8,1748010664,787779331,,1000,156,238,46,155,28,127,5,75,1000,4,0,791,999,999,999,999,576,609,202,16,1,1
2025/05/23/16:31:04.798237,9,1748010664,797892332,,1000,156,238,46,154,28,127,5,75,1000,4,0,791,999,999,999,999,576,608,202,16,1,1
2025/05/23/16:31:04.808100,10,1748010664,807820796,,1000,156,238,46,154,28,126,5,75,1000,4,0,790,999,999,999,999,576,608,202,16,1,1
2025/05/23/16:31:04.818499,11,1748010664,817883491,,1000,156,238,46,154,28,126,5,75,1000,4,0,789,999,999,999,999,576,607,202,16,1,1
2025/05/23/16:31:04.828210,12,1748010664,827856063,,1000,156,238,45,154,28,126,5,75,1000,4,0,789,999,999,999,999,576,608,202,15,1,1
2025/05/23/16:31:04.838235,13,1748010664,837825536,,1000,156,238,45,154,28,126,5,75,1000,3,0,789,999,999,999,999,575,608,202,15,1,1
2025/05/23/16:31:04.848296,14,1748010664,847893953,,1000,156,238,45,154,28,126,5,75,1000,3,0,788,999,999,999,999,575,607,202,15,1,1
2025/05/23/16:31:04.858582,15,1748010664,857994318,,1000,156,238,45,154,28,126,5,75,1000,3,0,788,999,999,999,999,575,607,202,15,1,1
2025/05/23/16:31:04.868278,16,1748010664,867840290,,1000,156,238,45,154,28,126,5,75,1000,3,0,788,999,999,999,999,575,607,202,15,1,1
2025/05/23/16:31:04.878268,17,1748010664,877833127,,1000,156,238,45,154,28,126,5,75,1000,3,0,788,999,999,999,999,575,607,202,15,1,1
2025/05/23/16:31:04.888413,18,1748010664,887864112,,1000,156,238,45,154,28,126,5,75,1000,3,0,787,999,999,999,999,575,607,202,15,1,1
2025/05/23/16:31:04.898296,19,1748010664,897868394,,1000,156,238,46,154,27,126,5,75,1000,3,0,787,999,999,999,999,575,607,202,15,1,1
2025/05/23/16:31:04.908035,20,1748010664,907765388,,1000,156,238,45,154,27,126,5,75,1000,2,0,786,999,999,999,999,575,607,204,15,1,1
2025/05/23/16:31:04.918033,21,1748010664,917743206,,1000,156,238,45,154,27,126,5,75,1000,2,0,786,999,999,999,999,575,607,202,15,1,1
2025/05/23/16:31:04.928159,22,1748010664,927778959,,1000,156,238,45,154,27,126,5,75,1000,2,0,786,999,999,999,999,575,607,202,14,1,1
2025/05/23/16:31:04.938249,23,1748010664,937778711,,1000,156,238,45,154,27,126,5,75,1000,1,0,786,999,999,999,999,575,606,202,14,1,1
2025/05/23/16:31:04.948413,24,1748010664,947896242,,1000,156,238,45,154,27,126,5,75,1000,1,0,785,999,999,999,999,575,606,202,14,1,1
2025/05/23/16:31:04.958039,25,1748010664,957767248,,1000,156,238,45,154,27,126,5,75,1000,0,0,785,999,999,999,999,575,606,202,14,1,1
2025/05/23/16:31:04.968181,26,1748010664,967836141,,1000,156,238,45,154,27,126,5,75,1000,0,0,785,999,999,999,999,575,606,202,13,1,1
2025/05/23/16:31:04.978172,27,1748010664,977767467,,1000,156,238,45,154,27,125,5,75,1000,0,0,784,999,999,999,999,575,606,202,13,1,1
2025/05/23/16:31:04.988180,28,1748010664,987800121,,1000,156,238,45,154,27,125,5,75,1000,0,0,788,999,999,999,999,575,606,202,13,1,1
2025/05/23/16:31:04.998092,29,1748010664,997757673,,1000,156,238,45,154,27,125,5,75,1000,0,0,793,999,999,999,999,575,606,202,13,1,1
2025/05/23/16:31:05.008097,30,1748010665,7769584,,1000,156,238,45,154,27,125,5,75,1000,0,0,795,999,999,999,999,574,606,202,13,1,1
2025/05/23/16:31:05.018178,31,1748010665,17841815,,1000,156,238,45,154,27,125,5,75,1000,0,0,795,999,999,999,999,575,605,202,13,1,1
