time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.thumb_2,.thumb_1,.index_2,.index_1,.middle_2,.middle_1,.ring_2,.ring_1,.little_2,.little_1,.palm_arch,.thumb_crossover,.press_thumb,.press_index,.press_middle,.press_ring,.press_little,.abd_thumb,.abd_index,.abd_ring,.abd_little,rigidity,object
2025/05/23/16:52:10.896676,1,1748011930,895925045,,1000,476,782,482,511,723,681,380,314,1000,315,20,878,999,999,999,999,376,554,233,217,1,1
2025/05/23/16:52:10.906243,2,1748011930,905907630,,1000,466,777,477,510,718,678,377,315,1000,298,14,875,999,999,999,999,381,556,233,213,1,1
2025/05/23/16:52:10.916112,3,1748011930,915757656,,1000,465,777,477,510,718,678,377,315,1000,298,14,875,999,999,999,999,381,556,231,213,1,1
2025/05/23/16:52:10.926264,4,1748011930,925768852,,1000,465,777,477,510,718,678,377,316,1000,298,14,875,999,999,999,999,381,556,231,213,1,1
2025/05/23/16:52:10.936264,5,1748011930,935894966,,1000,465,777,477,510,718,678,377,316,1000,298,14,875,999,999,999,999,381,556,231,213,1,1
2025/05/23/16:52:10.945939,6,1748011930,945652246,,1000,465,777,477,509,718,678,377,316,1000,298,14,877,999,999,999,999,381,556,233,213,1,1
2025/05/23/16:52:10.956185,7,1748011930,955710172,,1000,465,777,477,509,718,678,377,315,1000,298,14,877,999,999,999,999,381,556,233,213,1,1
2025/05/23/16:52:10.966061,8,1748011930,965813398,,1000,465,777,477,509,718,678,377,315,1000,298,14,877,999,999,999,999,381,556,233,213,1,1
2025/05/23/16:52:10.976247,9,1748011930,975739240,,1000,465,777,477,509,718,677,377,316,1000,297,14,877,999,999,999,999,381,556,231,213,1,1
2025/05/23/16:52:10.986279,10,1748011930,985755205,,1000,465,777,477,509,718,677,377,316,1000,297,14,876,999,999,999,999,381,557,231,213,1,1
2025/05/23/16:52:10.996104,11,1748011930,995667695,,1000,465,777,477,509,718,678,377,316,1000,297,14,876,999,999,999,999,381,557,233,213,1,1
2025/05/23/16:52:11.006004,12,1748011931,5641222,,1000,465,777,477,509,718,678,377,316,1000,297,14,875,999,999,999,999,382,556,233,213,1,1
2025/05/23/16:52:11.015851,13,1748011931,15608549,,1000,465,777,477,510,718,678,376,316,1000,297,14,875,999,999,999,999,382,556,233,213,1,1
2025/05/23/16:52:11.025982,14,1748011931,25622129,,1000,465,777,477,510,717,678,376,316,1000,297,14,875,999,999,999,999,382,557,233,213,1,1
2025/05/23/16:52:11.036205,15,1748011931,35738468,,1000,465,777,477,509,717,677,376,316,1000,296,14,874,999,999,999,999,382,557,233,213,1,1
2025/05/23/16:52:11.045880,16,1748011931,45644044,,1000,465,777,477,510,717,677,376,316,1000,296,14,874,999,999,999,999,382,556,233,213,1,1
