time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.thumb_2,.thumb_1,.index_2,.index_1,.middle_2,.middle_1,.ring_2,.ring_1,.little_2,.little_1,.palm_arch,.thumb_crossover,.press_thumb,.press_index,.press_middle,.press_ring,.press_little,.abd_thumb,.abd_index,.abd_ring,.abd_little,rigidity,object
2025/05/23/15:03:30.999157,1,1748005410,998688697,,1000,108,240,24,144,22,118,0,98,1000,51,0,999,999,999,999,999,603,647,169,0,1,0
2025/05/23/15:03:31.009104,2,1748005411,8676290,,1000,108,240,24,144,22,118,0,98,1000,51,0,999,999,999,999,999,603,647,169,0,1,0
2025/05/23/15:03:31.018960,3,1748005411,18576383,,1000,108,233,24,135,20,110,0,92,1000,34,0,999,999,999,999,999,597,642,155,0,1,0
2025/05/23/15:03:31.029038,4,1748005411,28572082,,1000,108,233,24,135,20,110,0,92,1000,33,0,999,999,999,999,999,597,642,155,0,1,0
2025/05/23/15:03:31.038904,5,1748005411,38539171,,1000,108,233,24,135,20,110,0,92,1000,33,0,999,999,999,999,999,597,642,155,0,1,0
2025/05/23/15:03:31.049149,6,1748005411,48670053,,1000,108,232,24,134,20,110,0,92,1000,33,0,999,999,999,999,999,597,642,155,0,1,0
2025/05/23/15:03:31.059339,7,1748005411,58840990,,1000,108,232,24,134,19,110,0,92,1000,33,0,999,999,999,999,999,597,642,155,0,1,0
2025/05/23/15:03:31.069106,8,1748005411,68646430,,1000,108,233,24,134,19,110,0,92,1000,33,0,999,999,999,999,999,597,642,155,0,1,0
2025/05/23/15:03:31.079333,9,1748005411,78780889,,1000,108,232,25,134,19,110,0,92,1000,33,0,999,999,999,999,999,597,643,153,0,1,0
2025/05/23/15:03:31.089120,10,1748005411,88638782,,1000,108,232,24,134,19,110,0,92,1000,33,0,999,999,999,999,999,597,643,153,0,1,0
2025/05/23/15:03:31.099115,11,1748005411,98681926,,1000,108,232,24,134,19,110,0,92,1000,33,0,999,999,999,999,999,597,642,153,0,1,0
2025/05/23/15:03:31.109193,12,1748005411,108792304,,1000,108,232,24,134,19,110,0,92,1000,32,0,999,999,999,999,999,597,642,153,0,1,0
2025/05/23/15:03:31.119197,13,1748005411,118709087,,1000,108,232,25,134,19,110,0,92,1000,32,0,999,999,999,999,999,597,642,153,0,1,0
2025/05/23/15:03:31.129036,14,1748005411,128618717,,1000,108,232,25,134,19,110,0,92,1000,32,0,999,999,999,999,999,597,642,153,0,1,0
2025/05/23/15:03:31.138926,15,1748005411,138564586,,1000,108,232,24,133,19,110,0,91,1000,32,0,999,999,999,999,999,597,642,153,0,1,0
2025/05/23/15:03:31.149245,16,1748005411,148628234,,1000,108,232,24,133,19,109,0,91,1000,32,0,999,999,999,999,999,597,642,155,0,1,0
2025/05/23/15:03:31.159065,17,1748005411,158611536,,1000,108,232,24,133,19,109,0,91,1000,32,0,999,999,999,999,999,597,642,153,0,1,0
2025/05/23/15:03:31.168945,18,1748005411,168632745,,1000,108,232,25,133,19,109,0,91,1000,32,0,999,999,999,999,999,597,642,153,0,1,0
