time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.thumb_2,.thumb_1,.index_2,.index_1,.middle_2,.middle_1,.ring_2,.ring_1,.little_2,.little_1,.palm_arch,.thumb_crossover,.press_thumb,.press_index,.press_middle,.press_ring,.press_little,.abd_thumb,.abd_index,.abd_ring,.abd_little,rigidity,object,stiffness
2025/05/23/16:30:38.719126,1,1748010638,718256473,,1000,164,213,50,139,34,169,40,90,1000,82,0,922,999,999,999,999,613,601,239,322,1,1,1
2025/05/23/16:30:38.728285,2,1748010638,727933168,,1000,161,199,50,127,31,155,36,79,1000,53,0,927,999,999,999,999,614,588,251,299,1,1,1
2025/05/23/16:30:38.738329,3,1748010638,737873077,,1000,161,198,50,127,31,155,36,79,1000,53,0,927,999,999,999,999,614,588,249,299,1,1,1
2025/05/23/16:30:38.748386,4,1748010638,748002767,,1000,161,198,49,126,31,155,36,79,1000,53,0,926,999,999,999,999,614,589,249,299,1,1,1
2025/05/23/16:30:38.758373,5,1748010638,757910013,,1000,161,198,50,126,31,155,36,79,1000,52,0,926,999,999,999,999,614,589,251,298,1,1,1
2025/05/23/16:30:38.768395,6,1748010638,767918825,,1000,161,198,50,126,31,155,36,79,1000,52,0,926,999,999,999,999,614,589,251,298,1,1,1
2025/05/23/16:30:38.778535,7,1748010638,778017997,,1000,161,199,50,126,31,155,37,79,1000,52,0,924,999,999,999,999,614,589,249,298,1,1,1
2025/05/23/16:30:38.788395,8,1748010638,787962436,,1000,161,199,50,126,31,155,37,79,1000,52,0,924,999,999,999,999,614,588,251,298,1,1,1
2025/05/23/16:30:38.798646,9,1748010638,798089981,,1000,161,199,49,126,31,155,37,79,1000,52,0,924,999,999,999,999,614,588,251,298,1,1,1
2025/05/23/16:30:38.808259,10,1748010638,807984113,,1000,161,198,49,126,31,154,37,79,1000,52,0,925,999,999,999,999,614,588,249,298,1,1,1
2025/05/23/16:30:38.818531,11,1748010638,818076372,,1000,161,198,49,126,31,154,36,79,1000,52,0,924,999,999,999,999,614,588,249,297,1,1,1
2025/05/23/16:30:38.828558,12,1748010638,828091621,,1000,161,198,49,126,31,154,36,79,1000,52,0,924,999,999,999,999,614,588,251,298,1,1,1
2025/05/23/16:30:38.838387,13,1748010638,837929010,,1000,161,198,49,125,31,154,36,79,1000,51,0,924,999,999,999,999,614,589,251,298,1,1,1
2025/05/23/16:30:38.848207,14,1748010638,847913503,,1000,161,198,49,125,31,154,36,78,1000,51,0,926,999,999,999,999,614,588,251,298,1,1,1
2025/05/23/16:30:38.858547,15,1748010638,857983589,,1000,161,198,50,125,31,154,36,78,1000,51,0,925,999,999,999,999,614,588,251,298,1,1,1
2025/05/23/16:30:38.868595,16,1748010638,868037939,,1000,161,198,49,125,31,154,36,78,1000,51,0,923,999,999,999,999,614,587,251,298,1,1,1
2025/05/23/16:30:38.878320,17,1748010638,877925157,,1000,161,198,50,125,31,154,36,78,1000,51,0,923,999,999,999,999,614,587,249,297,1,1,1
2025/05/23/16:30:38.888584,18,1748010638,887998580,,1000,161,198,50,125,31,154,36,78,1000,51,0,923,999,999,999,999,613,587,249,297,1,1,1
2025/05/23/16:30:38.898594,19,1748010638,898040533,,1000,161,198,49,125,31,153,36,78,1000,51,0,923,999,999,999,999,613,587,249,297,1,1,1
2025/05/23/16:30:38.908362,20,1748010638,907918930,,1000,161,198,49,125,31,153,36,78,1000,51,0,923,999,999,999,999,613,586,249,298,1,1,1
2025/05/23/16:30:38.918534,21,1748010638,918020963,,1000,161,198,49,125,31,153,36,78,1000,51,0,923,999,999,999,999,613,587,251,297,1,1,1
2025/05/23/16:30:38.928312,22,1748010638,927918910,,1000,161,197,49,125,30,153,36,78,1000,51,0,923,999,999,999,999,613,587,251,298,1,1,1
2025/05/23/16:30:38.938453,23,1748010638,937960863,,1000,161,198,49,125,30,153,36,78,1000,51,0,923,999,999,999,999,613,587,251,298,1,1,1
2025/05/23/16:30:38.948256,24,1748010638,947939872,,1000,161,197,49,125,30,153,36,78,1000,50,0,924,999,999,999,999,613,587,251,298,1,1,1
2025/05/23/16:30:38.958375,25,1748010638,957900524,,1000,161,197,49,125,30,153,36,78,1000,50,0,924,999,999,999,999,614,587,251,297,1,1,1
2025/05/23/16:30:38.968477,26,1748010638,968017578,,1000,161,197,49,125,30,153,35,78,1000,51,0,924,999,999,999,999,614,587,251,297,1,1,1
2025/05/23/16:30:38.978354,27,1748010638,977885007,,1000,161,197,49,125,30,153,35,78,1000,51,0,924,999,999,999,999,613,587,251,296,1,1,1
2025/05/23/16:30:38.988438,28,1748010638,987986803,,1000,161,197,49,124,30,153,35,78,1000,50,0,924,999,999,999,999,614,587,251,297,1,1,1
2025/05/23/16:30:38.998506,29,1748010638,997994899,,1000,161,197,49,124,30,153,35,78,1000,50,0,924,999,999,999,999,614,587,251,296,1,1,1
2025/05/23/16:30:39.008396,30,1748010639,7966995,,1000,161,197,49,124,30,152,35,77,1000,50,0,924,999,999,999,999,613,587,251,297,1,1,1
2025/05/23/16:30:39.018430,31,1748010639,18000602,,1000,161,197,49,124,30,152,35,77,1000,50,0,924,999,999,999,999,613,587,251,297,1,1,1
2025/05/23/16:30:39.028375,32,1748010639,27970790,,1000,161,197,49,124,30,152,35,77,1000,50,0,923,999,999,999,999,613,587,251,297,1,1,1
2025/05/23/16:30:39.038356,33,1748010639,37911653,,1000,161,197,49,124,30,152,35,77,1000,50,0,923,999,999,999,999,613,587,251,297,1,1,1
2025/05/23/16:30:39.048393,34,1748010639,47922134,,1000,161,196,49,124,30,152,35,77,1000,50,0,923,999,999,999,999,613,586,251,296,1,1,1
2025/05/23/16:30:39.058518,35,1748010639,58016300,,1000,161,196,49,124,30,152,35,77,1000,50,0,923,999,999,999,999,613,586,251,296,1,1,1
2025/05/23/16:30:39.068576,36,1748010639,68043470,,1000,161,196,49,124,30,152,35,77,1000,50,0,924,999,999,999,999,613,587,249,296,1,1,1
2025/05/23/16:30:39.078470,37,1748010639,78000068,,1000,161,196,49,124,30,152,35,77,1000,50,0,923,999,999,999,999,613,587,251,296,1,1,1
2025/05/23/16:30:39.088639,38,1748010639,88031530,,1000,161,196,49,123,30,152,35,77,1000,50,0,923,999,999,999,999,613,587,251,296,1,1,1
2025/05/23/16:30:39.098508,39,1748010639,98050117,,1000,161,196,49,123,30,151,35,77,1000,50,0,923,999,999,999,999,613,587,251,296,1,1,1
2025/05/23/16:30:39.108490,40,1748010639,108035564,,1000,161,196,49,123,30,151,35,77,1000,50,0,922,999,999,999,999,613,587,251,296,1,1,1
2025/05/23/16:30:39.118498,41,1748010639,118018150,,1000,161,196,49,123,30,152,35,77,1000,50,0,922,999,999,999,999,613,586,251,296,1,1,1
2025/05/23/16:30:39.128290,42,1748010639,127986192,,1000,161,195,49,123,30,151,35,77,1000,50,0,923,999,999,999,999,613,587,251,296,1,1,1
2025/05/23/16:30:39.138514,43,1748010639,137976646,,1000,161,195,49,123,30,151,35,77,1000,50,0,923,999,999,999,999,613,587,251,295,1,1,1
2025/05/23/16:30:39.148399,44,1748010639,147968053,,1000,161,195,49,123,30,151,35,76,1000,50,0,923,999,999,999,999,613,586,251,296,1,1,1
2025/05/23/16:30:39.158314,45,1748010639,157886743,,1000,161,195,49,123,30,151,35,77,1000,50,0,923,999,999,999,999,613,586,251,296,1,1,1
2025/05/23/16:30:39.168457,46,1748010639,167953252,,1000,161,195,49,123,30,151,35,77,1000,49,0,923,999,999,999,999,613,586,251,296,1,1,1
2025/05/23/16:30:39.178269,47,1748010639,177942037,,1000,161,195,49,123,30,151,35,77,1000,49,0,924,999,999,999,999,613,586,251,296,1,1,1
2025/05/23/16:30:39.188266,48,1748010639,187913894,,1000,161,195,49,122,30,151,35,77,1000,49,0,923,999,999,999,999,613,586,249,295,1,1,1
2025/05/23/16:30:39.198257,49,1748010639,197890043,,1000,161,195,49,122,30,151,35,77,1000,49,0,923,999,999,999,999,613,586,249,295,1,1,1
2025/05/23/16:30:39.208328,50,1748010639,207944393,,1000,161,195,49,122,30,151,35,77,1000,49,0,923,999,999,999,999,613,585,251,295,1,1,1
2025/05/23/16:30:39.218450,51,1748010639,217961311,,1000,161,195,49,122,30,151,35,76,1000,49,0,923,999,999,999,999,613,585,251,295,1,1,1
2025/05/23/16:30:39.228364,52,1748010639,227964401,,1000,161,195,49,122,30,151,35,76,1000,49,0,923,999,999,999,999,613,585,251,295,1,1,1
2025/05/23/16:30:39.238196,53,1748010639,237869262,,1000,161,195,49,122,30,150,35,76,1000,49,0,923,999,999,999,999,613,585,251,295,1,1,1
2025/05/23/16:30:39.248321,54,1748010639,247940540,,1000,160,195,49,122,30,150,35,76,1000,49,0,923,999,999,999,999,613,585,251,295,1,1,1
2025/05/23/16:30:39.278166,55,1748010639,277843236,,1000,160,194,49,122,30,150,35,76,1000,49,0,923,999,999,999,999,612,585,251,296,1,1,1
2025/05/23/16:30:39.288237,56,1748010639,287868738,,1000,160,194,49,122,30,150,35,76,1000,48,0,922,999,999,999,999,612,585,251,296,1,1,1
2025/05/23/16:30:39.298179,57,1748010639,297879695,,1000,161,194,49,122,30,150,35,76,1000,48,0,922,999,999,999,999,612,585,251,296,1,1,1
2025/05/23/16:30:39.308465,58,1748010639,307946443,,1000,160,194,49,122,30,150,35,76,1000,48,0,922,999,999,999,999,612,585,251,295,1,1,1
