time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.thumb_2,.thumb_1,.index_2,.index_1,.middle_2,.middle_1,.ring_2,.ring_1,.little_2,.little_1,.palm_arch,.thumb_crossover,.press_thumb,.press_index,.press_middle,.press_ring,.press_little,.abd_thumb,.abd_index,.abd_ring,.abd_little,rigidity,object,stiffness
2025/05/23/15:03:00.357124,1,1748005380,356380701,,1000,119,79,31,38,45,66,0,39,1000,34,0,999,999,999,999,999,667,640,235,0,1,0,1
2025/05/23/15:03:00.366466,2,1748005380,366165161,,1000,118,74,30,35,41,59,0,37,1000,25,0,999,999,999,999,999,659,631,198,0,1,0,1
2025/05/23/15:03:00.376549,3,1748005380,376068353,,1000,118,74,30,35,40,59,0,36,1000,25,0,999,999,999,999,999,659,631,198,0,1,0,1
2025/05/23/15:03:00.386772,4,1748005380,386285305,,1000,118,74,30,35,40,59,0,37,1000,24,0,999,999,999,999,999,660,632,200,0,1,0,1
2025/05/23/15:03:00.396637,5,1748005380,396210193,,1000,118,73,30,35,40,59,0,37,1000,24,0,999,999,999,999,999,659,632,198,0,1,0,1
2025/05/23/15:03:00.406577,6,1748005380,406132936,,1000,118,73,30,35,40,59,0,37,1000,24,0,999,999,999,999,999,659,632,198,0,1,0,1
2025/05/23/15:03:00.416432,7,1748005380,416107177,,1000,118,74,30,35,40,59,0,37,1000,24,0,999,999,999,999,999,659,632,198,0,1,0,1
2025/05/23/15:03:00.426692,8,1748005380,426258325,,1000,118,74,30,35,40,58,0,37,1000,24,0,999,999,999,999,999,659,632,198,0,1,0,1
2025/05/23/15:03:00.436597,9,1748005380,436200857,,1000,118,73,30,35,40,58,0,37,1000,24,0,999,999,999,999,999,659,632,198,0,1,0,1
2025/05/23/15:03:00.446647,10,1748005380,446213006,,1000,118,73,30,35,40,58,0,37,1000,24,0,999,999,999,999,999,659,632,198,0,1,0,1
2025/05/23/15:03:00.456522,11,1748005380,456165313,,1000,118,73,30,35,40,58,0,37,1000,23,0,999,999,999,999,999,659,632,198,0,1,0,1
2025/05/23/15:03:00.466471,12,1748005380,466094017,,1000,118,73,30,35,40,58,0,37,1000,23,0,999,999,999,999,999,659,632,196,0,1,0,1
2025/05/23/15:03:00.476421,13,1748005380,476064443,,1000,118,73,30,35,40,58,0,37,1000,23,0,999,999,999,999,999,660,633,198,0,1,0,1
2025/05/23/15:03:00.486302,14,1748005380,486030340,,1000,118,73,30,35,40,58,0,37,1000,23,0,999,999,999,999,999,660,633,198,0,1,0,1
2025/05/23/15:03:00.496622,15,1748005380,496131181,,1000,118,73,30,35,40,58,0,36,1000,23,0,999,999,999,999,999,660,632,196,0,1,0,1
2025/05/23/15:03:00.506506,16,1748005380,506150245,,1000,118,73,30,35,40,58,0,36,1000,23,0,999,999,999,999,999,660,632,196,0,1,0,1
2025/05/23/15:03:00.516427,17,1748005380,516042947,,1000,118,73,30,35,40,58,0,36,1000,23,0,999,999,999,999,999,660,632,198,0,1,0,1
2025/05/23/15:03:00.526499,18,1748005380,526047706,,1000,118,73,30,35,40,58,0,36,1000,23,0,999,999,999,999,999,660,632,198,0,1,0,1
2025/05/23/15:03:00.536574,19,1748005380,536039590,,1000,118,72,30,35,40,58,0,36,1000,23,0,999,999,999,999,999,660,633,198,0,1,0,1
2025/05/23/15:03:00.546350,20,1748005380,546034336,,1000,118,72,30,35,40,58,0,36,1000,23,0,999,999,999,999,999,660,633,198,0,1,0,1
2025/05/23/15:03:00.556299,21,1748005380,556015729,,1000,118,72,30,35,40,58,0,36,1000,23,0,999,999,999,999,999,660,633,198,0,1,0,1
2025/05/23/15:03:00.566515,22,1748005380,566125392,,1000,118,72,30,34,40,58,0,36,1000,23,0,999,999,999,999,999,660,633,196,0,1,0,1
2025/05/23/15:03:00.576389,23,1748005380,576083660,,1000,118,72,30,34,40,58,0,36,1000,23,0,999,999,999,999,999,660,633,196,0,1,0,1
2025/05/23/15:03:00.586420,24,1748005380,586059331,,1000,118,72,30,34,40,58,0,36,1000,23,0,999,999,999,999,999,660,633,196,0,1,0,1
2025/05/23/15:03:00.596385,25,1748005380,596064805,,1000,118,72,30,34,40,58,0,36,1000,23,0,999,999,999,999,999,660,632,196,0,1,0,1
2025/05/23/15:03:00.606514,26,1748005380,606143474,,1000,118,72,30,34,39,58,0,36,1000,23,0,999,999,999,999,999,660,632,196,0,1,0,1
2025/05/23/15:03:00.616566,27,1748005380,616125583,,1000,118,72,30,34,39,58,0,36,1000,23,0,999,999,999,999,999,660,632,196,0,1,0,1
2025/05/23/15:03:00.626586,28,1748005380,626133680,,1000,118,72,30,34,39,58,0,36,1000,23,0,999,999,999,999,999,660,632,196,0,1,0,1
2025/05/23/15:03:00.636620,29,1748005380,636251449,,1000,118,72,30,34,39,58,0,36,1000,23,0,999,999,999,999,999,660,632,196,0,1,0,1
2025/05/23/15:03:00.646562,30,1748005380,646059274,,1000,118,72,30,34,39,58,0,36,1000,22,0,999,999,999,999,999,660,632,196,0,1,0,1
2025/05/23/15:03:00.656481,31,1748005380,656035184,,1000,118,72,30,34,39,58,0,36,1000,22,0,999,999,999,999,999,660,633,196,0,1,0,1
2025/05/23/15:03:00.666775,32,1748005380,666132450,,1000,118,72,30,34,39,57,0,36,1000,22,0,999,999,999,999,999,660,633,194,0,1,0,1
2025/05/23/15:03:00.676515,33,1748005380,676089763,,1000,118,72,30,34,39,57,0,36,1000,22,0,999,999,999,999,999,660,633,194,0,1,0,1
2025/05/23/15:03:00.686372,34,1748005380,686068773,,1000,118,72,30,34,39,57,0,36,1000,22,0,999,999,999,999,999,660,633,194,0,1,0,1
2025/05/23/15:03:00.696386,35,1748005380,696062564,,1000,118,72,30,34,39,57,0,36,1000,22,0,999,999,999,999,999,660,633,194,0,1,0,1
2025/05/23/15:03:00.706447,36,1748005380,706064939,,1000,118,72,30,34,39,57,0,36,1000,22,0,999,999,999,999,999,660,633,194,0,1,0,1
2025/05/23/15:03:00.717011,37,1748005380,716331481,,1000,118,72,30,34,39,57,0,36,1000,22,0,999,999,999,999,999,660,633,194,0,1,0,1
2025/05/23/15:03:00.726543,38,1748005380,726161479,,1000,118,72,30,34,39,57,0,36,1000,22,0,999,999,999,999,999,660,632,192,0,1,0,1
2025/05/23/15:03:00.736494,39,1748005380,736133813,,1000,118,72,30,34,39,57,0,36,1000,22,0,999,999,999,999,999,660,633,192,0,1,0,1
2025/05/23/15:03:00.746598,40,1748005380,746064424,,1000,118,72,30,34,39,57,0,36,1000,22,0,999,999,999,999,999,660,633,192,0,1,0,1
2025/05/23/15:03:00.756422,41,1748005380,756086826,,1000,118,72,30,34,39,57,0,36,1000,22,0,999,999,999,999,999,660,633,192,0,1,0,1
2025/05/23/15:03:00.766451,42,1748005380,766086816,,1000,118,72,30,34,39,57,0,36,1000,22,0,999,999,999,999,999,660,633,192,0,1,0,1
