time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.thumb_2,.thumb_1,.index_2,.index_1,.middle_2,.middle_1,.ring_2,.ring_1,.little_2,.little_1,.palm_arch,.thumb_crossover,.press_thumb,.press_index,.press_middle,.press_ring,.press_little,.abd_thumb,.abd_index,.abd_ring,.abd_little,rigidity,object
2025/05/23/15:00:41.676719,1,1748005241,676169395,,1000,162,19,86,14,45,5,0,34,1000,0,0,967,999,999,999,999,825,614,421,429,1,0
2025/05/23/15:00:41.686270,2,1748005241,685868024,,1000,162,19,86,14,45,5,0,34,1000,0,0,967,999,999,999,999,825,614,421,429,1,0
2025/05/23/15:00:41.696444,3,1748005241,696002006,,1000,162,19,86,14,45,5,0,34,1000,0,0,967,999,999,999,999,825,614,421,429,1,0
2025/05/23/15:00:41.706305,4,1748005241,705899477,,1000,162,19,86,14,45,5,0,34,1000,0,0,967,999,999,999,999,825,614,421,429,1,0
2025/05/23/15:00:41.716587,5,1748005241,715990543,,1000,162,19,86,14,45,5,0,34,1000,0,0,967,999,999,999,999,825,614,421,429,1,0
2025/05/23/15:00:41.726521,6,1748005241,725990772,,1000,162,19,86,14,45,5,0,34,1000,0,0,967,999,999,999,999,825,614,421,429,1,0
2025/05/23/15:00:41.738630,7,1748005241,735951423,,1000,162,19,86,14,45,5,0,34,1000,0,0,967,999,999,999,999,825,614,421,429,1,0
2025/05/23/15:00:41.747088,8,1748005241,746420145,,1000,162,19,86,14,45,5,0,34,1000,0,0,967,999,999,999,999,825,614,421,429,1,0
2025/05/23/15:00:41.756455,9,1748005241,755880117,,1000,162,19,86,14,45,5,0,34,1000,0,0,967,999,999,999,999,825,614,421,429,1,0
2025/05/23/15:00:41.766676,10,1748005241,766117095,,1000,162,19,86,14,45,5,0,34,1000,0,0,967,999,999,999,999,825,614,421,429,1,0
2025/05/23/15:00:41.776328,11,1748005241,775942564,,1000,162,19,86,14,45,5,0,34,1000,0,0,967,999,999,999,999,825,614,421,429,1,0
2025/05/23/15:00:41.786253,12,1748005241,785868406,,1000,162,19,86,14,45,5,0,34,1000,0,0,967,999,999,999,999,825,614,421,429,1,0
2025/05/23/15:00:41.796082,13,1748005241,795798778,,1000,162,19,86,14,45,5,0,34,1000,0,0,967,999,999,999,999,825,614,421,429,1,0
2025/05/23/15:00:41.806033,14,1748005241,805751562,,1000,162,19,86,14,45,5,0,34,1000,0,0,967,999,999,999,999,825,614,421,429,1,0
2025/05/23/15:00:41.816074,15,1748005241,815778017,,1000,162,19,86,14,45,5,0,34,1000,0,0,967,999,999,999,999,825,614,421,429,1,0
2025/05/23/15:00:41.826202,16,1748005241,825806856,,1000,162,19,86,14,45,5,0,34,1000,0,0,967,999,999,999,999,825,614,421,429,1,0
2025/05/23/15:00:41.836275,17,1748005241,835922479,,1000,162,19,86,14,45,5,0,34,1000,0,0,967,999,999,999,999,825,614,421,429,1,0
2025/05/23/15:00:41.846280,18,1748005241,845912694,,1000,162,19,86,14,45,5,0,34,1000,0,0,967,999,999,999,999,825,614,421,429,1,0
2025/05/23/15:00:41.856202,19,1748005241,855822563,,1000,162,19,86,14,45,5,0,34,1000,0,0,967,999,999,999,999,825,614,421,429,1,0
2025/05/23/15:00:41.866359,20,1748005241,865880489,,1000,162,19,86,14,45,5,0,34,1000,0,0,967,999,999,999,999,825,614,421,429,1,0
2025/05/23/15:00:41.876214,21,1748005241,875868558,,1000,162,19,86,14,45,5,0,34,1000,0,0,967,999,999,999,999,825,614,421,429,1,0
2025/05/23/15:00:41.886206,22,1748005241,885831356,,1000,162,19,86,14,45,5,0,34,1000,0,0,967,999,999,999,999,825,614,421,429,1,0
2025/05/23/15:00:41.896058,23,1748005241,895779609,,1000,162,19,86,14,45,5,0,34,1000,0,0,967,999,999,999,999,825,614,421,429,1,0
2025/05/23/15:00:41.906204,24,1748005241,905823707,,1000,162,19,86,14,45,5,0,34,1000,0,0,967,999,999,999,999,825,614,421,429,1,0
2025/05/23/15:00:41.916274,25,1748005241,915858030,,1000,162,19,86,14,45,5,0,34,1000,0,0,967,999,999,999,999,825,614,421,429,1,0
2025/05/23/15:00:41.926390,26,1748005241,925961256,,1000,162,19,86,14,45,5,0,34,1000,0,0,967,999,999,999,999,825,614,421,429,1,0
2025/05/23/15:00:41.936416,27,1748005241,935982704,,1000,162,19,86,14,45,5,0,34,1000,0,0,967,999,999,999,999,825,614,421,429,1,0
2025/05/23/15:00:41.946120,28,1748005241,945809125,,1000,162,19,86,14,45,5,0,34,1000,0,0,967,999,999,999,999,825,614,421,429,1,0
2025/05/23/15:00:41.956112,29,1748005241,955776929,,1000,162,19,86,14,45,5,0,34,1000,0,0,967,999,999,999,999,825,614,421,429,1,0
2025/05/23/15:00:41.966237,30,1748005241,965835094,,1000,162,19,86,14,45,5,0,34,1000,0,0,967,999,999,999,999,825,614,421,429,1,0
2025/05/23/15:00:41.976264,31,1748005241,975819349,,1000,162,19,86,14,45,5,0,34,1000,0,0,967,999,999,999,999,825,614,421,429,1,0
2025/05/23/15:00:41.986330,32,1748005241,985867977,,1000,162,19,86,14,45,5,0,34,1000,0,0,967,999,999,999,999,825,614,421,429,1,0
2025/05/23/15:00:41.996195,33,1748005241,995855331,,1000,162,19,86,14,45,5,0,34,1000,0,0,967,999,999,999,999,825,614,421,429,1,0
2025/05/23/15:00:42.006363,34,1748005242,5877733,,1000,162,19,86,14,45,5,0,34,1000,0,0,967,999,999,999,999,825,614,421,429,1,0
2025/05/23/15:00:42.016463,35,1748005242,15917778,,1000,162,19,86,14,45,5,0,34,1000,0,0,967,999,999,999,999,825,614,421,429,1,0
2025/05/23/15:00:42.026565,36,1748005242,26123046,,1000,162,19,86,14,45,5,0,34,1000,0,0,967,999,999,999,999,825,614,421,429,1,0
2025/05/23/15:00:42.036482,37,1748005242,35954236,,1000,162,19,86,14,45,5,0,34,1000,0,0,967,999,999,999,999,825,614,421,429,1,0
2025/05/23/15:00:42.046452,38,1748005242,45980930,,1000,162,19,86,14,45,5,0,34,1000,0,0,967,999,999,999,999,825,614,421,429,1,0
2025/05/23/15:00:42.056098,39,1748005242,55812597,,1000,162,19,86,14,45,5,0,34,1000,0,0,967,999,999,999,999,825,614,421,429,1,0
2025/05/23/15:00:42.066144,40,1748005242,65787553,,1000,162,19,86,14,45,5,0,34,1000,0,0,967,999,999,999,999,825,614,421,429,1,0
2025/05/23/15:00:42.076443,41,1748005242,75858831,,1000,162,19,86,14,45,5,0,34,1000,0,0,967,999,999,999,999,825,614,421,429,1,0
2025/05/23/15:00:42.086221,42,1748005242,85855007,,1000,162,19,86,14,45,5,0,34,1000,0,0,967,999,999,999,999,825,614,421,429,1,0
2025/05/23/15:00:42.096251,43,1748005242,95856428,,1000,162,19,86,14,45,5,0,34,1000,0,0,967,999,999,999,999,825,614,421,429,1,0
2025/05/23/15:00:42.106083,44,1748005242,105786561,,1000,162,19,86,14,45,5,0,34,1000,0,0,967,999,999,999,999,825,614,421,429,1,0
2025/05/23/15:00:42.116314,45,1748005242,115970134,,1000,162,19,86,14,45,5,0,34,1000,0,0,967,999,999,999,999,825,614,421,429,1,0
2025/05/23/15:00:42.126302,46,1748005242,125811100,,1000,162,19,86,14,45,5,0,34,1000,0,0,967,999,999,999,999,825,614,421,429,1,0
2025/05/23/15:00:42.136227,47,1748005242,135841608,,1000,162,19,86,14,45,5,0,34,1000,0,0,967,999,999,999,999,825,614,421,429,1,0
2025/05/23/15:00:42.146452,48,1748005242,145857572,,1000,162,19,86,14,45,5,0,34,1000,0,0,967,999,999,999,999,825,614,421,429,1,0
2025/05/23/15:00:42.156239,49,1748005242,155911922,,1000,162,19,86,14,45,5,0,34,1000,0,0,967,999,999,999,999,825,614,421,429,1,0
2025/05/23/15:00:42.166257,50,1748005242,165858507,,1000,162,19,86,14,45,5,0,34,1000,0,0,967,999,999,999,999,825,614,421,429,1,0
2025/05/23/15:00:42.176229,51,1748005242,175855398,,1000,162,19,86,14,45,5,0,34,1000,0,0,967,999,999,999,999,825,614,421,429,1,0
2025/05/23/15:00:42.186143,52,1748005242,185826539,,1000,162,19,86,14,45,5,0,34,1000,0,0,967,999,999,999,999,825,614,421,429,1,0
