time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.thumb_2,.thumb_1,.index_2,.index_1,.middle_2,.middle_1,.ring_2,.ring_1,.little_2,.little_1,.palm_arch,.thumb_crossover,.press_thumb,.press_index,.press_middle,.press_ring,.press_little,.abd_thumb,.abd_index,.abd_ring,.abd_little,rigidity,object,stiffness
2025/05/23/15:19:38.439727,1,1748006378,439042568,,1000,209,165,38,17,26,83,7,61,1000,0,0,853,999,999,999,999,706,744,387,389,0,1,0
2025/05/23/15:19:38.449300,2,1748006378,448838949,,1000,209,165,38,18,26,83,7,61,1000,0,0,850,999,999,999,999,706,744,389,388,0,1,0
2025/05/23/15:19:38.459352,3,1748006378,458920240,,1000,209,164,38,18,26,82,7,61,1000,0,0,851,999,999,999,999,706,743,389,387,0,1,0
2025/05/23/15:19:38.469301,4,1748006378,468879222,,1000,209,164,38,17,26,82,7,61,1000,0,0,857,999,999,999,999,706,743,389,388,0,1,0
2025/05/23/15:19:38.479145,5,1748006378,478785753,,1000,209,163,38,17,26,82,7,61,1000,0,0,862,999,999,999,999,706,743,389,387,0,1,0
2025/05/23/15:19:38.489257,6,1748006378,488797664,,1000,209,163,38,17,26,82,7,61,1000,0,0,863,999,999,999,999,706,743,389,387,0,1,0
2025/05/23/15:19:38.499408,7,1748006378,498862266,,1000,209,162,38,17,26,81,7,60,1000,0,0,861,999,999,999,999,706,743,387,386,0,1,0
2025/05/23/15:19:38.509327,8,1748006378,508831024,,1000,209,162,38,17,26,81,7,60,1000,0,0,856,999,999,999,999,706,742,387,386,0,1,0
2025/05/23/15:19:38.519285,9,1748006378,518831253,,1000,209,162,38,17,26,81,7,60,1000,0,0,849,999,999,999,999,705,742,389,387,0,1,0
2025/05/23/15:19:38.529310,10,1748006378,528848886,,1000,209,161,38,17,25,81,7,60,1000,0,0,847,999,999,999,999,705,742,389,387,0,1,0
2025/05/23/15:19:38.539219,11,1748006378,538773298,,1000,209,161,38,17,25,80,7,60,1000,0,0,851,999,999,999,999,705,743,391,387,0,1,0
2025/05/23/15:19:38.549171,12,1748006378,548791646,,1000,209,161,38,17,25,80,7,60,1000,0,0,851,999,999,999,999,705,743,391,387,0,1,0
